type,genotype,block,heat_stress,ht,agw
Triticum aestivum,cv_2,III,control,0,35.23
Triticum aestivum,cv_2,III,control,0,34.2
Triticum aestivum,cv_2,III,control,0,38.86
Triticum aestivum,cv_2,III,control,0,35.14
Triticum aestivum,cv_2,III,control,0,15.73
Triticum aestivum,cv_2,III,control,0,35.42
Triticum aestivum,cv_2,III,control,0,32.99
Triticum aestivum,cv_2,III,control,0,38.98
Triticum aestivum,cv_2,III,control,0,22.79
Triticum aestivum,cv_2,III,control,0,51.34
Triticum aestivum,cv_2,III,control,0,28.51
Triticum aestivum,cv_2,III,control,0,39.92
Triticum aestivum,cv_2,III,control,0,26.78
Triticum aestivum,cv_2,III,control,0,14.21
Triticum aestivum,cv_2,III,control,0,41.95
Triticum aestivum,cv_2,III,control,0,23.37
Triticum aestivum,cv_2,III,control,0,38.07
Triticum aestivum,cv_2,III,control,0,43.7
Triticum aestivum,cv_2,III,control,0,21.27
Triticum aestivum,cv_2,III,control,0,44.73
Triticum aestivum,cv_2,III,control,0,43.5
Triticum aestivum,cv_2,III,control,0,39.29
Triticum aestivum,cv_2,III,control,0,25.38
Triticum aestivum,cv_2,III,control,0,18.87
Triticum aestivum,cv_2,III,control,0,34.92
Triticum aestivum,cv_2,III,control,0,40.7
Triticum aestivum,cv_2,III,control,0,50.25
Triticum aestivum,cv_2,III,control,0,46.48
Triticum aestivum,cv_2,III,control,0,17.42
Triticum aestivum,cv_2,III,control,0,18.18
Triticum aestivum,cv_2,III,control,0,43.2
Triticum aestivum,cv_2,III,control,0,11.96
Triticum aestivum,cv_2,III,control,0,42.65
Triticum aestivum,cv_2,III,control,0,30.92
Triticum aestivum,cv_2,III,control,0,34.39
Triticum aestivum,cv_2,III,control,0,24.66
Triticum aestivum,cv_2,III,control,0,37.64
Triticum aestivum,cv_2,III,control,0,38.64
Triticum aestivum,cv_2,III,control,0,42.3
Triticum aestivum,cv_2,III,control,0,17.87
Triticum aestivum,cv_2,III,control,0,7.93
Triticum aestivum,cv_2,III,control,0,24
Triticum aestivum,cv_2,III,control,0,34.23
Triticum aestivum,cv_2,III,control,0,24.84
Triticum aestivum,cv_2,III,control,0,28.99
Triticum aestivum,cv_2,III,control,0,42.97
Triticum aestivum,cv_2,III,control,0,24.89
Triticum aestivum,cv_2,III,control,0,43.35
Triticum aestivum,cv_2,III,control,0,31.68
Triticum aestivum,cv_2,III,control,0,35.92
Triticum aestivum,cv_2,III,control,0,41.6
Triticum aestivum,cv_2,III,control,0,23.32
Triticum aestivum,cv_2,III,control,0,49.58
Triticum aestivum,cv_2,III,control,0,20.34
Triticum aestivum,cv_2,III,control,0,14.1
Triticum aestivum,cv_2,III,control,0,31.49
Triticum aestivum,cv_2,III,control,0,36.51
Triticum aestivum,cv_2,III,control,0,17.68
Triticum aestivum,cv_2,III,control,0,12.34
Triticum aestivum,cv_2,III,control,0,36.12
Triticum aestivum,cv_2,III,control,0,14.41
Triticum aestivum,cv_2,III,control,0,41.08
Triticum aestivum,cv_2,III,control,0,33.23
Triticum aestivum,cv_2,III,control,0,37.9
Triticum aestivum,cv_2,III,control,0,41.42
Triticum aestivum,cv_2,III,control,0,29.76
Triticum aestivum,cv_2,III,control,0,37.16
Triticum aestivum,cv_2,III,control,0,30.3
Triticum aestivum,cv_2,III,control,0,42.65
Triticum aestivum,cv_2,III,control,0,22.44
Triticum aestivum,cv_2,III,control,0,56.47
Triticum aestivum,cv_2,III,control,0,23.52
Triticum aestivum,cv_2,III,control,0,32.79
Triticum aestivum,cv_2,III,control,0,36.91
Triticum aestivum,cv_2,III,control,0,38.12
Triticum aestivum,cv_2,III,control,0,19.35
Triticum aestivum,cv_2,III,control,0,52.78
Triticum aestivum,cv_2,III,control,0,38.29
Triticum aestivum,cv_2,III,control,0,26.28
Triticum aestivum,cv_2,III,control,0,41.16
Triticum aestivum,cv_2,III,control,0,40.33
Triticum aestivum,cv_2,III,control,0,40.59
Triticum aestivum,cv_2,III,control,0,50.28
Triticum aestivum,cv_2,III,control,0,31.76
Triticum aestivum,cv_2,III,control,0,18.99
Triticum aestivum,cv_2,III,control,0,50.09
Triticum aestivum,cv_2,III,control,0,20
Triticum aestivum,cv_2,III,control,0,35.11
Triticum aestivum,cv_2,III,control,0,26.28
Triticum aestivum,cv_2,III,control,0,36.99
Triticum aestivum,cv_2,III,control,0,40.56
Triticum aestivum,cv_2,III,control,0,21.1
Triticum aestivum,cv_2,III,control,0,27.85
Triticum aestivum,cv_2,III,control,0,28.8
Triticum aestivum,cv_2,III,control,0,30.35
Triticum aestivum,cv_2,III,control,0,41.22
Triticum aestivum,cv_2,III,control,0,46.45
Triticum aestivum,cv_2,III,control,0,18.27
Triticum aestivum,cv_2,III,control,0,15.75
Triticum aestivum,cv_2,III,control,0,21.74
Triticum aestivum,cv_2,III,control,0,25.33
Triticum aestivum,cv_2,III,control,0,35.23
Triticum aestivum,cv_2,III,control,0,19.25
Triticum aestivum,cv_2,III,control,0,52.66
Triticum aestivum,cv_2,III,control,0,46.18
Triticum aestivum,cv_2,III,control,0,20.88
Triticum aestivum,cv_2,III,control,0,15.54
Triticum aestivum,cv_2,III,control,0,45.35
Triticum aestivum,cv_2,III,control,0,15
Triticum aestivum,cv_2,III,control,0,21.69
Triticum aestivum,cv_2,III,control,0,24.76
Triticum aestivum,cv_2,III,control,0,27.27
Triticum aestivum,cv_2,III,control,0,30.94
Triticum aestivum,cv_2,III,control,0,39.75
Triticum aestivum,cv_2,III,control,0,32.79
Triticum aestivum,cv_2,III,control,0,25.41
Triticum aestivum,cv_2,III,control,0,34.95
Triticum aestivum,cv_2,III,control,0,32.77
Triticum aestivum,cv_2,III,control,0,36.71
Triticum aestivum,cv_2,III,control,0,47.74
Triticum aestivum,cv_2,III,control,0,29.66
Triticum aestivum,cv_2,III,control,0,15.27
Triticum aestivum,cv_2,III,control,0,31.08
Triticum aestivum,cv_2,III,control,0,25.05
Triticum aestivum,cv_2,III,control,0,39.35
Triticum aestivum,cv_2,III,control,0,40.33
Triticum aestivum,cv_2,III,control,0,34.75
Triticum aestivum,cv_2,III,control,0,35.81
Triticum aestivum,cv_2,III,control,0,43.94
Triticum aestivum,cv_2,III,control,0,28.75
Triticum aestivum,cv_2,III,control,0,48.07
Triticum aestivum,cv_2,III,control,0,47.89
Triticum aestivum,cv_2,III,control,0,43.64
Triticum aestivum,cv_2,III,control,0,52.51
Triticum aestivum,cv_2,III,control,0,31.22
Triticum aestivum,cv_2,III,control,0,25.23
Triticum aestivum,cv_2,III,control,0,27.25
Triticum aestivum,cv_2,III,control,0,37.3
Triticum aestivum,cv_2,III,control,0,42.91
Triticum aestivum,cv_2,III,control,0,40.38
Triticum aestivum,cv_2,III,control,0,39.84
Triticum aestivum,cv_2,III,control,0,57.38
Triticum aestivum,cv_2,III,control,0,44.29
Triticum aestivum,cv_2,III,control,0,46.27
Triticum aestivum,cv_2,III,control,0,18.7
Triticum aestivum,cv_2,III,control,0,19.93
Triticum aestivum,cv_2,III,control,0,14.82
Triticum aestivum,cv_2,III,control,0,37.64
Triticum aestivum,cv_2,III,control,0,46.04
Triticum aestivum,cv_2,III,control,0,42.5
Triticum aestivum,cv_2,III,control,0,36.88
Triticum aestivum,cv_2,III,control,0,24.23
Triticum aestivum,cv_2,III,control,0,40.82
Triticum aestivum,cv_2,III,control,0,29.74
Triticum aestivum,cv_2,III,control,0,37.84
Triticum aestivum,cv_2,III,control,0,52.38
Triticum aestivum,cv_2,III,control,0,49.79
Triticum aestivum,cv_2,III,control,0,22.71
Triticum aestivum,cv_2,III,control,0,46.45
Triticum aestivum,cv_2,III,control,0,28.01
Triticum aestivum,cv_2,III,control,0,49.43
Triticum aestivum,cv_2,III,control,0,33.89
Triticum aestivum,cv_2,III,control,0,38.78
Triticum aestivum,cv_2,III,control,0,35.67
Triticum aestivum,cv_2,III,control,0,36.12
Triticum aestivum,cv_2,III,control,0,21.97
Triticum aestivum,cv_2,III,control,0,40.67
Triticum aestivum,cv_2,III,control,0,38.27
Triticum aestivum,cv_2,III,control,0,34.86
Triticum aestivum,cv_2,III,control,0,25.9
Triticum aestivum,cv_2,III,control,0,40.76
Triticum aestivum,cv_2,III,control,0,43.55
Triticum aestivum,cv_2,III,control,0,49.61
Triticum aestivum,cv_2,III,control,0,49.22
Triticum aestivum,cv_2,III,control,0,49.06
Triticum aestivum,cv_2,III,control,0,50.12
Triticum aestivum,cv_2,III,control,0,35.98
Triticum aestivum,cv_2,III,control,0,48.58
Triticum aestivum,cv_2,III,control,0,48.67
Triticum aestivum,cv_2,III,control,0,15.11
Triticum aestivum,cv_2,III,control,0,35.06
Triticum aestivum,cv_2,III,control,0,35.39
Triticum aestivum,cv_2,III,control,0,36.2
Triticum aestivum,cv_2,III,control,0,40.1
Triticum aestivum,cv_2,III,control,0,32.3
Triticum aestivum,cv_2,III,control,0,25.84
Triticum aestivum,cv_2,III,control,0,36.88
Triticum aestivum,cv_2,III,control,0,37.98
Triticum aestivum,cv_2,III,control,0,45.41
Triticum aestivum,cv_2,III,control,0,30.81
Triticum aestivum,cv_2,III,control,0,48.01
Triticum aestivum,cv_2,III,control,0,36.09
Triticum aestivum,cv_2,III,control,0,45.98
Triticum aestivum,cv_2,III,control,0,49.7
Triticum aestivum,cv_2,III,control,0,33.67
Triticum aestivum,cv_2,III,control,0,52.02
Triticum aestivum,cv_2,III,control,0,39.81
Triticum aestivum,cv_2,III,control,0,45.95
Triticum aestivum,cv_2,III,control,0,38.38
Triticum aestivum,cv_2,III,control,0,48.4
Triticum aestivum,cv_2,III,control,0,28.67
Triticum aestivum,cv_2,III,control,0,37.9
Triticum aestivum,cv_2,III,control,0,43.85
Triticum aestivum,cv_2,III,control,0,40.3
Triticum aestivum,cv_2,III,control,0,32.33
Triticum aestivum,cv_2,III,control,0,48.43
Triticum aestivum,cv_2,III,control,0,35.17
Triticum aestivum,cv_2,III,control,0,44.79
Triticum aestivum,cv_2,III,control,0,43.64
Triticum aestivum,cv_2,III,control,0,43.44
Triticum aestivum,cv_2,III,control,0,41.54
Triticum aestivum,cv_2,III,control,0,28.78
Triticum aestivum,cv_2,III,control,0,35.95
Triticum aestivum,cv_2,III,control,0,36.79
Triticum aestivum,cv_2,III,control,0,46.07
Triticum aestivum,cv_2,III,control,0,17.96
Triticum aestivum,cv_2,III,control,0,34.95
Triticum aestivum,cv_2,III,control,0,44.2
Triticum aestivum,cv_2,III,control,0,40.33
Triticum aestivum,cv_2,III,control,0,36.4
Triticum aestivum,cv_2,III,control,0,46.51
Triticum aestivum,cv_2,III,control,0,54.76
Triticum aestivum,cv_2,III,control,0,37.08
Triticum aestivum,cv_2,III,control,0,18.99
Triticum aestivum,cv_2,III,control,0,40.82
Triticum aestivum,cv_2,III,control,0,42.24
Triticum aestivum,cv_2,III,control,0,44.5
Triticum aestivum,cv_2,III,control,0,50.55
Triticum aestivum,cv_2,III,control,0,45.29
Triticum aestivum,cv_2,III,control,0,50.15
Triticum aestivum,cv_2,III,control,0,36.6
Triticum aestivum,cv_2,III,control,0,57.63
Triticum aestivum,cv_2,III,control,0,40.24
Triticum aestivum,cv_2,III,control,0,55.6
Triticum aestivum,cv_2,III,control,0,34.61
Triticum aestivum,cv_2,III,control,0,45.44
Triticum aestivum,cv_2,III,control,0,32.22
Triticum aestivum,cv_2,III,control,0,56.72
Triticum aestivum,cv_2,III,control,0,44.14
Triticum aestivum,cv_2,III,control,0,41.37
Triticum aestivum,cv_2,III,control,0,49.52
Triticum aestivum,cv_2,III,control,0,37.02
Triticum aestivum,cv_2,III,control,0,44.35
Triticum aestivum,cv_2,III,control,0,39.26
Triticum aestivum,cv_2,III,control,0,26.26
Triticum aestivum,cv_2,III,control,0,30.19
Triticum aestivum,cv_2,III,control,0,48.94
Triticum aestivum,cv_2,III,control,0,45.44
Triticum aestivum,cv_2,III,control,0,24.28
Triticum aestivum,cv_2,III,control,0,33.32
Triticum aestivum,cv_2,III,control,0,20.63
Triticum aestivum,cv_2,III,control,0,41.05
Triticum aestivum,cv_2,III,control,0,11.79
Triticum aestivum,cv_2,III,control,0,36.37
Triticum aestivum,cv_2,III,control,0,33.92
Triticum aestivum,cv_2,III,control,0,45.32
Triticum aestivum,cv_2,III,control,0,49.12
Triticum aestivum,cv_2,III,control,0,38.69
Triticum aestivum,cv_2,III,control,0,22.19
Triticum aestivum,cv_2,III,control,0,23.06
Triticum aestivum,cv_2,III,control,0,43.79
Triticum aestivum,cv_2,III,control,0,54.17
Triticum aestivum,cv_2,III,control,0,12.32
Triticum aestivum,cv_2,III,control,0,40.07
Triticum aestivum,cv_2,III,control,0,33.29
Triticum aestivum,cv_2,III,control,0,25.61
Triticum aestivum,cv_2,III,control,0,42.18
Triticum aestivum,cv_2,III,control,0,15.34
Triticum aestivum,cv_2,III,control,0,32.47
Triticum aestivum,cv_2,III,control,0,49.91
Triticum aestivum,cv_2,III,control,0,31.57
Triticum aestivum,cv_2,III,control,0,39.72
Triticum aestivum,cv_2,III,control,0,49.82
Triticum aestivum,cv_2,III,control,0,31.65
Triticum aestivum,cv_2,III,control,0,44.73
Triticum aestivum,cv_2,III,control,0,37.16
Triticum aestivum,cv_2,III,control,0,56.47
Triticum aestivum,cv_2,III,control,0,50.61
Triticum aestivum,cv_2,III,control,0,39.06
Triticum aestivum,cv_2,III,control,0,47.59
Triticum aestivum,cv_2,III,control,0,44.41
Triticum aestivum,cv_2,III,control,0,15.77
Triticum aestivum,cv_2,III,control,0,37.25
Triticum aestivum,cv_2,III,control,0,45.32
Triticum aestivum,cv_2,III,control,0,32.99
Triticum aestivum,cv_2,III,control,0,47.47
Triticum aestivum,cv_2,III,control,0,39.87
Triticum aestivum,cv_2,III,control,0,53.49
Triticum aestivum,cv_2,III,control,0,42.27
Triticum aestivum,cv_2,III,control,0,15.71
Triticum aestivum,cv_2,III,control,0,30.22
Triticum aestivum,cv_2,III,control,0,57.01
Triticum aestivum,cv_2,III,control,0,37.87
Triticum aestivum,cv_2,III,control,0,37.25
Triticum aestivum,cv_2,III,control,0,21.17
Triticum aestivum,cv_2,III,control,0,36.99
Triticum aestivum,cv_2,III,control,0,52.54
Triticum aestivum,cv_2,III,control,0,35.11
Triticum aestivum,cv_2,III,control,0,25.9
Triticum aestivum,cv_2,III,control,0,19.76
Triticum aestivum,cv_2,III,control,0,34.09
Triticum aestivum,cv_2,III,control,0,54.48
Triticum aestivum,cv_2,III,control,0,46.75
Triticum aestivum,cv_2,III,control,0,53.09
Triticum aestivum,cv_2,III,control,0,43.17
Triticum aestivum,cv_2,III,control,0,35.48
Triticum aestivum,cv_2,III,control,0,40.99
Triticum aestivum,cv_2,III,control,0,45.32
Triticum aestivum,cv_2,III,control,0,29.76
Triticum aestivum,cv_2,III,control,0,51.1
Triticum aestivum,cv_2,III,control,0,41.71
Triticum aestivum,cv_2,III,control,0,47.23
Triticum aestivum,cv_2,III,control,0,46.69
Triticum aestivum,cv_2,III,control,0,48.88
Triticum aestivum,cv_2,III,control,0,47.23
Triticum aestivum,cv_2,III,control,0,50.52
Triticum aestivum,cv_2,III,control,0,50.61
Triticum aestivum,cv_2,III,control,0,43.5
Triticum aestivum,cv_2,III,control,0,59.27
Triticum aestivum,cv_2,III,control,0,58.64
Triticum aestivum,cv_2,III,control,0,43.06
Triticum aestivum,cv_2,III,control,0,45.35
Triticum aestivum,cv_2,III,control,0,37.36
Triticum aestivum,cv_2,III,control,0,28.99
Triticum aestivum,cv_2,III,control,0,39.67
Triticum aestivum,cv_2,III,control,0,38.01
Triticum aestivum,cv_2,III,control,0,36.43
Triticum aestivum,cv_2,III,control,0,45.74
Triticum aestivum,cv_2,III,control,0,56.16
Triticum aestivum,cv_1,III,ht,1,40.27
Triticum aestivum,cv_1,III,ht,1,24.81
Triticum aestivum,cv_1,III,ht,1,52.57
Triticum aestivum,cv_1,III,ht,1,53.58
Triticum aestivum,cv_1,III,ht,1,43.7
Triticum aestivum,cv_1,III,ht,1,41.6
Triticum aestivum,cv_1,III,ht,1,44.91
Triticum aestivum,cv_1,III,ht,1,47.02
Triticum aestivum,cv_1,III,ht,1,50.98
Triticum aestivum,cv_1,III,ht,1,46.69
Triticum aestivum,cv_1,III,ht,1,21.99
Triticum aestivum,cv_1,III,ht,1,50.95
Triticum aestivum,cv_1,III,ht,1,51.95
Triticum aestivum,cv_1,III,ht,1,48.28
Triticum aestivum,cv_1,III,ht,1,60.57
Triticum aestivum,cv_1,III,ht,1,36.71
Triticum aestivum,cv_1,III,ht,1,42.47
Triticum aestivum,cv_1,III,ht,1,37.3
Triticum aestivum,cv_1,III,ht,1,21.32
Triticum aestivum,cv_1,III,ht,1,58.42
Triticum aestivum,cv_1,III,ht,1,49.31
Triticum aestivum,cv_1,III,ht,1,52.66
Triticum aestivum,cv_1,III,ht,1,41.42
Triticum aestivum,cv_1,III,ht,1,47.56
Triticum aestivum,cv_1,III,ht,1,24.61
Triticum aestivum,cv_1,III,ht,1,41.77
Triticum aestivum,cv_1,III,ht,1,30.84
Triticum aestivum,cv_1,III,ht,1,51.16
Triticum aestivum,cv_1,III,ht,1,47.74
Triticum aestivum,cv_1,III,ht,1,58.1
Triticum aestivum,cv_1,III,ht,1,43.2
Triticum aestivum,cv_1,III,ht,1,51.86
Triticum aestivum,cv_1,III,ht,1,15
Triticum aestivum,cv_1,III,ht,1,55.16
Triticum aestivum,cv_1,III,ht,1,41.19
Triticum aestivum,cv_1,III,ht,1,22.79
Triticum aestivum,cv_1,III,ht,1,41.37
Triticum aestivum,cv_1,III,ht,1,44.32
Triticum aestivum,cv_1,III,ht,1,41.57
Triticum aestivum,cv_1,III,ht,1,39.55
Triticum aestivum,cv_1,III,ht,1,46.63
Triticum aestivum,cv_1,III,ht,1,37.76
Triticum aestivum,cv_1,III,ht,1,39.26
Triticum aestivum,cv_1,III,ht,1,40.07
Triticum aestivum,cv_1,III,ht,1,36.09
Triticum aestivum,cv_1,III,ht,1,44.32
Triticum aestivum,cv_1,III,ht,1,35.2
Triticum aestivum,cv_1,III,ht,1,40.76
Triticum aestivum,cv_1,III,ht,1,27.72
Triticum aestivum,cv_1,III,ht,1,56.94
Triticum aestivum,cv_1,III,ht,1,39.04
Triticum aestivum,cv_1,III,ht,1,35.81
Triticum aestivum,cv_1,III,ht,1,46.81
Triticum aestivum,cv_1,III,ht,1,34.81
Triticum aestivum,cv_1,III,ht,1,50.03
Triticum aestivum,cv_1,III,ht,1,40.9
Triticum aestivum,cv_1,III,ht,1,54.05
Triticum aestivum,cv_1,III,ht,1,48.88
Triticum aestivum,cv_1,III,ht,1,46.6
Triticum aestivum,cv_1,III,ht,1,26.36
Triticum aestivum,cv_1,III,ht,1,55.38
Triticum aestivum,cv_1,III,ht,1,49.85
Triticum aestivum,cv_1,III,ht,1,55.35
Triticum aestivum,cv_1,III,ht,1,39.49
Triticum aestivum,cv_1,III,ht,1,43.76
Triticum aestivum,cv_1,III,ht,1,47.26
Triticum aestivum,cv_1,III,ht,1,46.1
Triticum aestivum,cv_1,III,ht,1,41.77
Triticum aestivum,cv_1,III,ht,1,58.29
Triticum aestivum,cv_1,III,ht,1,48.46
Triticum aestivum,cv_1,III,ht,1,40.53
Triticum aestivum,cv_1,III,ht,1,55.57
Triticum aestivum,cv_1,III,ht,1,47.11
Triticum aestivum,cv_1,III,ht,1,27.98
Triticum aestivum,cv_1,III,ht,1,43.91
Triticum aestivum,cv_1,III,ht,1,25.87
Triticum aestivum,cv_1,III,ht,1,50.82
Triticum aestivum,cv_1,III,ht,1,20.76
Triticum aestivum,cv_1,III,ht,1,48.34
Triticum aestivum,cv_1,III,ht,1,15.25
Triticum aestivum,cv_1,III,ht,1,14.89
Triticum aestivum,cv_1,III,ht,1,50.92
Triticum aestivum,cv_1,III,ht,1,53.65
Triticum aestivum,cv_1,III,ht,1,25.38
Triticum aestivum,cv_1,III,ht,1,46.3
Triticum aestivum,cv_1,III,ht,1,49.55
Triticum aestivum,cv_1,III,ht,1,39.04
Triticum aestivum,cv_1,III,ht,1,46.72
Triticum aestivum,cv_1,III,ht,1,46.69
Triticum aestivum,cv_1,III,ht,1,40.79
Triticum aestivum,cv_1,III,ht,1,61.98
Triticum aestivum,cv_1,III,ht,1,49.37
Triticum aestivum,cv_1,III,ht,1,27.8
Triticum aestivum,cv_1,III,ht,1,31.54
Triticum aestivum,cv_1,III,ht,1,46.87
Triticum aestivum,cv_1,III,ht,1,48.73
Triticum aestivum,cv_1,III,ht,1,45.68
Triticum aestivum,cv_1,III,ht,1,39.81
Triticum aestivum,cv_1,III,ht,1,48.58
Triticum aestivum,cv_1,III,ht,1,42.97
Triticum aestivum,cv_1,III,ht,1,45.47
Triticum aestivum,cv_1,III,ht,1,23.97
Triticum aestivum,cv_1,III,ht,1,44.73
Triticum aestivum,cv_1,III,ht,1,21.54
Triticum aestivum,cv_1,III,ht,1,25.02
Triticum aestivum,cv_1,III,ht,1,56.69
Triticum aestivum,cv_1,III,ht,1,38.35
Triticum aestivum,cv_1,III,ht,1,35.48
Triticum aestivum,cv_1,III,ht,1,49.28
Triticum aestivum,cv_1,III,ht,1,28.22
Triticum aestivum,cv_1,III,ht,1,33.01
Triticum aestivum,cv_1,III,ht,1,39.09
Triticum aestivum,cv_1,III,ht,1,45.12
Triticum aestivum,cv_1,III,ht,1,23.22
Triticum aestivum,cv_1,III,ht,1,47.26
Triticum aestivum,cv_1,III,ht,1,32.17
Triticum aestivum,cv_1,III,ht,1,45.74
Triticum aestivum,cv_1,III,ht,1,40.18
Triticum aestivum,cv_1,III,ht,1,53.62
Triticum aestivum,cv_1,III,ht,1,39.04
Triticum aestivum,cv_1,III,ht,1,41.98
Triticum aestivum,cv_1,III,ht,1,39.41
Triticum aestivum,cv_1,III,ht,1,27.96
Triticum aestivum,cv_1,III,ht,1,39.64
Triticum aestivum,cv_1,III,ht,1,48.31
Triticum aestivum,cv_1,III,ht,1,41.69
Triticum aestivum,cv_1,III,ht,1,33.21
Triticum aestivum,cv_1,III,ht,1,46.36
Triticum aestivum,cv_1,III,ht,1,48.88
Triticum aestivum,cv_1,III,ht,1,53.15
Triticum aestivum,cv_1,III,ht,1,31.11
Triticum aestivum,cv_1,III,ht,1,46.45
Triticum aestivum,cv_1,III,ht,1,42.09
Triticum aestivum,cv_1,III,ht,1,51.62
Triticum aestivum,cv_1,III,ht,1,26.6
Triticum aestivum,cv_1,III,ht,1,43.17
Triticum aestivum,cv_1,III,ht,1,25.35
Triticum aestivum,cv_1,III,ht,1,50.22
Triticum aestivum,cv_1,III,ht,1,32.63
Triticum aestivum,cv_1,III,ht,1,43
Triticum aestivum,cv_1,III,ht,1,36.18
Triticum aestivum,cv_1,III,ht,1,50.92
Triticum aestivum,cv_1,III,ht,1,48.1
Triticum aestivum,cv_1,III,ht,1,42.41
Triticum aestivum,cv_1,III,ht,1,26.05
Triticum aestivum,cv_1,III,ht,1,47.05
Triticum aestivum,cv_1,III,ht,1,51.04
Triticum aestivum,cv_1,III,ht,1,32.41
Triticum aestivum,cv_1,III,ht,1,39.32
Triticum aestivum,cv_1,III,ht,1,53.55
Triticum aestivum,cv_1,III,ht,1,36.29
Triticum aestivum,cv_1,III,ht,1,52.38
Triticum aestivum,cv_1,III,ht,1,47.08
Triticum aestivum,cv_1,III,ht,1,40.27
Triticum aestivum,cv_1,III,ht,1,48.91
Triticum aestivum,cv_1,III,ht,1,46.51
Triticum aestivum,cv_1,III,ht,1,50.85
Triticum aestivum,cv_1,III,ht,1,32.74
Triticum aestivum,cv_1,III,ht,1,48.43
Triticum aestivum,cv_1,III,ht,1,35.64
Triticum aestivum,cv_1,III,ht,1,34.84
Triticum aestivum,cv_1,III,ht,1,44.7
Triticum aestivum,cv_1,III,ht,1,41.4
Triticum aestivum,cv_1,III,ht,1,47.2
Triticum aestivum,cv_1,III,ht,1,14.32
Triticum aestivum,cv_1,III,ht,1,36.6
Triticum aestivum,cv_1,III,ht,1,37.56
Triticum aestivum,cv_1,III,ht,1,46.57
Triticum aestivum,cv_1,III,ht,1,44.55
Triticum aestivum,cv_1,III,ht,1,23.92
Triticum aestivum,cv_1,III,ht,1,41.48
Triticum aestivum,cv_1,III,ht,1,53.06
Triticum aestivum,cv_1,III,ht,1,32.71
Triticum aestivum,cv_1,III,ht,1,51.01
Triticum aestivum,cv_1,III,ht,1,39.58
Triticum aestivum,cv_1,III,ht,1,34.45
Triticum aestivum,cv_1,III,ht,1,26.18
Triticum aestivum,cv_1,III,ht,1,38.95
Triticum aestivum,cv_1,III,ht,1,44.91
Triticum aestivum,cv_1,III,ht,1,39.92
Triticum aestivum,cv_1,III,ht,1,25.69
Triticum aestivum,cv_1,III,ht,1,22.36
Triticum aestivum,cv_1,III,ht,1,52.75
Triticum aestivum,cv_1,III,ht,1,29.02
Triticum aestivum,cv_1,III,ht,1,47.86
Triticum aestivum,cv_1,III,ht,1,41.74
Triticum aestivum,cv_1,III,ht,1,34.36
Triticum aestivum,cv_1,III,ht,1,44.08
Triticum aestivum,cv_1,III,ht,1,29.98
Triticum aestivum,cv_1,III,ht,1,36.37
Triticum aestivum,cv_1,III,ht,1,50.46
Triticum aestivum,cv_1,III,ht,1,50.28
Triticum aestivum,cv_1,III,ht,1,27.33
Triticum aestivum,cv_1,III,ht,1,34.34
Triticum aestivum,cv_1,III,ht,1,41.11
Triticum aestivum,cv_1,III,ht,1,44.08
Triticum aestivum,cv_1,III,ht,1,32.22
Triticum aestivum,cv_1,III,ht,1,31.68
Triticum aestivum,cv_1,III,ht,1,43.82
Triticum aestivum,cv_1,III,ht,1,27.96
Triticum aestivum,cv_1,III,ht,1,43.29
Triticum aestivum,cv_1,III,ht,1,38.55
Triticum aestivum,cv_1,III,ht,1,46.6
Triticum aestivum,cv_1,III,ht,1,51.86
Triticum aestivum,cv_1,III,ht,1,26.49
Triticum aestivum,cv_1,III,ht,1,47.41
Triticum aestivum,cv_1,III,ht,1,51.56
Triticum aestivum,cv_1,III,ht,1,34.03
Triticum aestivum,cv_1,III,ht,1,30.73
Triticum aestivum,cv_1,III,ht,1,40.79
Triticum aestivum,cv_1,III,ht,1,31.78
Triticum aestivum,cv_1,III,ht,1,44.14
Triticum aestivum,cv_1,III,ht,1,43.41
Triticum aestivum,cv_1,III,ht,1,30.41
Triticum aestivum,cv_1,III,ht,1,34.36
Triticum aestivum,cv_1,III,ht,1,32.71
Triticum aestivum,cv_1,III,ht,1,45.47
Triticum aestivum,cv_1,III,ht,1,46.6
Triticum aestivum,cv_1,III,ht,1,37.27
Triticum aestivum,cv_1,III,ht,1,49.19
Triticum aestivum,cv_1,III,ht,1,22.76
Triticum aestivum,cv_1,III,ht,1,51.83
Triticum aestivum,cv_1,III,ht,1,31.08
Triticum aestivum,cv_1,III,ht,1,51.71
Triticum aestivum,cv_1,III,ht,1,41.57
Triticum aestivum,cv_1,III,ht,1,43.14
Triticum aestivum,cv_1,III,ht,1,47.26
Triticum aestivum,cv_1,III,ht,1,44.11
Triticum aestivum,cv_1,III,ht,1,19.98
Triticum aestivum,cv_1,III,ht,1,46.96
Triticum aestivum,cv_1,III,ht,1,41.8
Triticum aestivum,cv_1,III,ht,1,45
Triticum aestivum,cv_1,III,ht,1,37.98
Triticum aestivum,cv_1,III,ht,1,18.82
Triticum aestivum,cv_1,III,ht,1,39.95
Triticum aestivum,cv_1,III,ht,1,31.27
Triticum aestivum,cv_1,III,ht,1,31.11
Triticum aestivum,cv_1,III,ht,1,48.67
Triticum aestivum,cv_1,III,ht,1,51.34
Triticum aestivum,cv_1,III,ht,1,20.85
Triticum aestivum,cv_1,III,ht,1,33.87
Triticum aestivum,cv_1,III,ht,1,43.73
Triticum aestivum,cv_1,III,ht,1,43.17
