Genotype,Nitrogen_Level,Replicate,Yield
CV4,200,49,5.13
CV4,200,50,4.99
CV4,200,51,5.38
CV4,200,52,5.14
CV4,200,53,5.13
CV4,200,54,4.99
CV4,200,55,5.17
CV4,200,56,4.94
CV4,200,57,5.06
CV4,200,58,4.82
CV4,200,59,5.21
CV4,200,60,5.06
CV4,200,61,5.40
CV4,200,62,5.48
CV4,200,63,5.15
CV4,200,64,5.01
CV4,200,65,4.81
CV4,200,66,5.18
CV4,200,67,5.04
CV4,200,68,5.11
CV4,200,69,5.35
CV4,200,70,4.84
CV4,200,71,4.82
CV4,200,72,4.95
CV4,200,73,5.16
CV4,200,74,5.11
CV4,200,75,4.82
CV4,200,76,5.15
CV4,200,77,4.76
CV4,200,78,4.83
CV4,200,79,4.98
CV4,200,80,4.89
CV4,200,81,5.18
CV4,200,82,5.06
CV4,200,83,5.35
CV4,200,84,4.95
CV4,200,85,4.98
CV4,200,86,5.24
CV4,200,87,4.98
CV4,200,88,5.30
CV4,200,89,5.11
CV4,200,90,4.53
CV4,200,91,5.24
CV4,200,92,5.18
CV4,200,93,5.19
CV4,200,94,4.62
CV4,200,95,4.87
CV4,200,96,4.88
CV4,200,97,4.83
CV4,200,98,5.35
CV4,200,99,5.00
CV4,200,100,4.99
CV4,200,101,5.11
CV4,200,102,5.11
CV4,200,103,4.33
CV4,200,104,4.87
CV4,200,105,4.72
CV4,200,106,5.08
CV4,200,107,4.94
CV4,200,108,5.00
CV4,200,109,4.58
CV4,200,110,4.94
CV4,200,111,5.22
CV4,200,112,5.28
CV4,200,113,5.14
CV4,200,114,4.73
CV4,200,115,5.25
CV4,200,116,5.14
CV4,200,117,4.98
CV4,200,118,4.59
CV4,200,119,5.19
CV4,200,120,4.88
CV4,200,121,5.07
CV4,200,122,5.01
CV4,200,123,5.31
CV4,200,124,4.97
CV4,200,125,5.00
CV4,200,126,5.32
CV4,200,127,4.87
CV4,200,128,5.16
CV4,200,129,4.96
CV4,200,130,4.80
CV4,200,131,5.00
CV4,200,132,5.14
CV4,200,133,5.27
CV4,200,134,5.29
CV4,200,135,4.94
CV4,200,136,4.80
CV4,200,137,4.94
CV4,200,138,4.76
CV4,200,139,4.96
CV4,200,140,4.93
CV4,200,141,5.15
CV4,200,142,4.56
CV4,200,143,4.85
CV4,200,144,4.85
CV4,200,145,5.24
CV4,200,146,4.78
CV4,200,147,5.05
CV4,200,148,4.97
CV4,200,149,5.21
CV4,200,150,5.12
CV4,200,151,5.02
CV4,200,152,4.89
CV4,200,153,4.63
CV4,200,154,5.05
CV4,200,155,5.11
CV4,200,156,4.69
CV4,200,157,4.75
CV4,200,158,5.05
CV4,200,159,5.07
CV4,200,160,4.80
CV4,200,161,4.89
CV4,200,162,4.63
CV4,200,163,5.28
CV4,200,164,4.74
CV4,200,165,5.11
CV4,200,166,4.99
CV4,200,167,5.26
CV4,200,168,4.84
CV4,200,169,5.01
CV4,200,170,4.66
CV4,200,171,4.61
CV4,200,172,5.12
CV4,200,173,4.64
CV4,200,174,4.95
CV4,200,175,5.20
CV4,200,176,5.15
CV4,200,177,4.87
CV4,200,178,4.68
CV4,200,179,5.10
CV4,200,180,5.27
CV4,200,181,4.87
CV4,200,182,4.84
CV4,200,183,4.90
CV4,200,184,5.11
CV4,200,185,5.25
CV4,200,186,4.75
CV4,200,187,4.70
CV4,200,188,5.47
CV4,200,189,4.96
CV4,200,190,5.05
CV4,200,191,4.86
CV4,200,192,5.10
CV4,200,193,5.19
CV4,200,194,5.06
CV4,200,195,5.35
CV4,200,196,4.93
CV4,200,197,4.95
CV4,200,198,5.05
CV4,200,199,5.09
CV4,200,200,5.05
CV4,200,201,4.74
CV4,200,202,5.06
CV4,200,203,4.93
CV4,200,204,4.88
CV4,200,205,5.01
CV4,200,206,4.81
CV4,200,207,4.77
CV4,200,208,4.48
CV4,200,209,5.35
CV4,200,210,5.11
CV4,200,211,4.98
CV4,200,212,4.87
CV4,200,213,4.42
CV4,200,214,4.85
CV4,200,215,5.14
CV4,200,216,5.19
CV4,200,217,5.13
CV4,200,218,5.03
CV4,200,219,5.26
CV4,200,220,4.93
CV4,200,221,5.22
CV4,200,222,4.92
CV4,200,223,4.82
CV4,200,224,4.80
CV4,200,225,4.79
CV4,200,226,5.13
CV4,200,227,4.85
CV4,200,228,4.79
CV4,200,229,5.14
CV4,200,230,5.07
CV4,200,231,5.19
CV4,200,232,5.10
CV4,200,233,4.85
CV4,200,234,5.02
CV4,200,235,5.03
CV4,200,236,4.82
CV4,200,237,4.78
CV4,200,238,4.86
CV4,200,239,5.41
CV4,200,240,4.92
CV4,200,241,5.25
CV4,200,242,4.91
CV4,200,243,5.18
CV4,200,244,5.18
CV4,200,245,5.19
CV4,200,246,5.08
CV4,200,247,5.28
CV4,200,248,5.08
CV4,200,249,5.34
CV4,200,250,4.68
CV4,200,251,5.07
CV4,200,252,5.06
CV4,200,253,4.81
CV4,200,254,5.12
CV4,200,255,4.70
CV4,200,256,4.87
CV4,200,257,4.60
CV4,200,258,5.31
CV4,200,259,4.95
CV4,200,260,5.43
CV4,200,261,5.16
CV4,200,262,5.09
CV4,200,263,4.88
CV4,200,264,4.79
CV4,200,265,5.10
CV4,200,266,4.99
CV4,200,267,4.73
CV4,200,268,4.70
CV4,200,269,4.81
CV4,200,270,5.36
CV4,200,271,5.44
CV4,200,272,5.04
CV4,200,273,5.03
CV4,200,274,4.93
CV4,200,275,4.81
CV4,200,276,5.28
CV4,200,277,5.37
CV4,200,278,4.82
CV4,200,279,4.98
CV4,200,280,4.91
CV4,200,281,4.92
CV4,200,282,5.24
CV4,200,283,4.74
CV4,200,284,5.09
CV4,200,285,5.15
CV4,200,286,4.97
CV4,200,287,5.18
CV4,200,288,5.03
CV4,200,289,5.24
CV4,200,290,4.70
CV4,200,291,4.93
CV4,200,292,4.99
CV4,200,293,4.47
CV4,200,294,4.78
CV4,200,295,4.84
CV4,200,296,5.19
CV4,200,297,4.86
CV4,200,298,4.84
CV4,200,299,5.16
CV4,200,300,4.68
CV4,200,301,4.59
CV4,200,302,4.93
CV4,200,303,4.71
CV4,200,304,4.72
CV4,200,305,5.11
CV4,200,306,5.18
CV4,200,307,5.16
CV4,200,308,5.22
CV4,200,309,5.25
CV4,200,310,4.57
CV4,200,311,5.09
CV4,200,312,4.89
CV4,200,313,4.85
CV4,200,314,5.11
CV4,200,315,4.65
CV4,200,316,4.65
CV4,200,317,5.13
CV4,200,318,5.10
CV4,200,319,5.03
CV4,200,320,4.82
CV4,200,321,5.15
CV4,200,322,5.14
CV4,200,323,5.02
CV4,200,324,4.76
CV4,200,325,4.91
CV4,200,326,5.17
CV4,200,327,5.27
CV4,200,328,4.93
CV4,200,329,4.95
CV4,200,330,4.97
CV4,200,331,5.05
CV4,200,332,4.88
CV4,200,333,4.42
CV4,200,334,5.24
CV4,200,335,5.36
CV4,200,336,4.88
CV4,200,337,4.79
CV4,200,338,4.97
CV4,200,339,4.96
CV4,200,340,5.20
CV4,200,341,5.01
CV4,200,342,4.84
CV4,200,343,4.74
CV4,200,344,5.17
CV4,200,345,5.12
CV4,200,346,5.21
CV4,200,347,4.81
CV4,200,348,5.37
CV4,200,349,4.65
CV4,200,350,5.14
CV4,200,351,4.62
CV4,200,352,4.84
CV4,200,353,5.31
CV4,200,354,5.17
CV4,200,355,4.89
CV4,200,356,4.90
CV4,200,357,5.02
CV4,200,358,5.10
CV4,200,359,5.25
CV4,200,360,4.91
CV4,200,361,4.68
CV4,200,362,5.03
CV4,200,363,4.91
CV4,200,364,4.74
CV4,200,365,5.06
CV4,200,366,4.96
CV4,200,367,5.06
CV4,200,368,4.82
CV4,200,369,5.10
CV4,200,370,4.74
CV4,200,371,4.83
CV4,200,372,4.95
CV4,200,373,5.35
CV4,200,374,5.16
CV4,200,375,5.22
CV4,200,376,5.28
CV4,200,377,5.72
CV4,200,378,5.01
CV4,200,379,5.28
CV4,200,380,5.20
CV4,200,381,5.20
CV4,200,382,5.35
CV4,200,383,4.92
CV4,200,384,4.90
CV4,200,385,5.06
CV4,200,386,4.96
CV4,200,387,5.06
CV4,200,388,5.31
CV4,200,389,4.90
CV4,200,390,4.94
CV4,200,391,5.03
CV4,200,392,4.95
CV4,200,393,4.62
CV4,200,394,4.88
CV4,200,395,5.14
CV4,200,396,5.29
CV4,200,397,4.77
CV4,200,398,4.77
CV4,200,399,5.01
CV4,200,400,4.58
CV4,200,401,4.91
CV4,200,402,4.65
CV4,200,403,5.27
CV4,200,404,4.85
CV4,200,405,5.33
CV4,200,406,5.22
CV4,200,407,4.87
CV4,200,408,4.79
CV4,200,409,4.96
CV4,200,410,4.98
CV4,200,411,5.07
CV4,200,412,4.84
CV4,200,413,5.15
CV4,200,414,5.05
CV4,200,415,4.93
CV4,200,416,4.86
CV4,200,417,4.96
CV4,200,418,4.84
CV4,200,419,5.01
CV4,200,420,5.02
CV4,200,421,5.05
CV4,200,422,5.35
CV4,200,423,4.97
CV4,200,424,5.20
CV4,200,425,5.05
CV4,200,426,4.95
CV4,200,427,4.98
CV4,200,428,4.99
CV4,200,429,5.06
CV4,200,430,4.81
CV4,200,431,4.71
CV4,200,432,5.13
CV4,200,433,5.18
CV4,200,434,5.15
CV4,200,435,5.03
CV4,200,436,5.15
CV4,200,437,5.14
CV4,200,438,5.16
CV4,200,439,4.83
CV4,200,440,4.78
CV4,200,441,4.92
CV4,200,442,5.00
CV4,200,443,4.95
CV4,200,444,4.62
CV4,200,445,5.34
CV4,200,446,4.95
CV4,200,447,5.03
CV4,200,448,5.25
CV4,200,449,4.53
CV4,200,450,4.90
CV4,200,451,4.92
CV4,200,452,4.93
CV4,200,453,4.97
CV4,200,454,5.29
CV4,200,455,5.13
CV4,200,456,5.19
CV4,200,457,5.01
CV4,200,458,4.72
CV4,200,459,4.58
CV4,200,460,4.69
CV4,200,461,5.07
CV4,200,462,5.01
CV4,200,463,4.96
CV4,200,464,4.93
CV4,200,465,5.40
CV4,200,466,4.84
CV4,200,467,5.19
CV4,200,468,5.00
CV4,200,469,4.99
CV4,200,470,5.24
CV4,200,471,5.29
CV4,200,472,4.95
CV4,200,473,5.16
CV4,200,474,5.07
CV4,200,475,5.00
CV4,200,476,5.04
CV4,200,477,4.86
CV4,200,478,4.94
CV4,200,479,4.88
CV4,200,480,5.18
CV4,200,481,4.98
CV4,200,482,4.74
CV4,200,483,4.86
CV4,200,484,4.36
CV4,200,485,4.90
CV4,200,486,5.01
CV4,200,487,4.97
CV4,200,488,5.40
CV4,200,489,5.11
CV4,200,490,5.11
CV4,200,491,4.67
CV4,200,492,4.93
CV4,200,493,4.90
CV4,200,494,4.84
CV4,200,495,4.84
CV4,200,496,4.64
CV4,200,497,4.74
CV4,200,498,5.17
CV4,200,499,4.97
CV4,200,500,4.90
CV3,0,1,2.57
CV3,0,2,2.14
CV3,0,3,2.29
CV3,0,4,2.29
CV3,0,5,1.99
CV3,0,6,2.49
CV3,0,7,2.36
CV3,0,8,2.38
CV3,0,9,2.62
CV3,0,10,2.42
CV3,0,11,2.33
CV3,0,12,2.49
CV3,0,13,2.57
CV3,0,14,2.45
CV3,0,15,2.51
CV3,0,16,2.38
CV3,0,17,2.38
CV3,0,18,2.42
CV3,0,19,2.28
CV3,0,20,2.31
CV3,0,21,2.62
CV3,0,22,2.72
CV3,0,23,2.66
CV3,0,24,2.19
CV3,0,25,2.18
CV3,0,26,2.21
CV3,0,27,2.42
CV3,0,28,1.95
CV3,0,29,2.30
CV3,0,30,2.62
CV3,0,31,2.56
CV3,0,32,2.32
CV3,0,33,2.33
CV3,0,34,2.49
CV3,0,35,2.55
CV3,0,36,2.31
CV3,0,37,2.36
CV3,0,38,2.31
CV3,0,39,2.18
CV3,0,40,2.37
CV3,0,41,2.35
CV3,0,42,2.20
CV3,0,43,2.50
CV3,0,44,2.48
CV3,0,45,2.51
CV3,0,46,2.28
CV3,0,47,2.08
CV3,0,48,2.47
CV3,0,49,2.30
CV3,0,50,2.26
CV3,0,51,2.20
CV3,0,52,2.35
CV3,0,53,2.66
CV3,0,54,2.32
CV3,0,55,2.22
CV3,0,56,2.50
CV3,0,57,2.42
CV3,0,58,2.06
CV3,0,59,2.50
CV3,0,60,2.74
CV3,0,61,1.98
CV3,0,62,2.20
CV3,0,63,1.94
CV3,0,64,2.38
CV3,0,65,2.56
CV3,0,66,2.42
CV3,0,67,2.62
CV3,0,68,2.54
CV3,0,69,2.67
CV3,0,70,2.58
CV3,0,71,2.34
CV3,0,72,2.41
CV3,0,73,2.26
CV3,0,74,2.36
CV3,0,75,2.41
CV3,0,76,2.38
CV3,0,77,2.62
CV3,0,78,2.34
CV3,0,79,2.25
CV3,0,80,2.26
CV3,0,81,2.50
CV3,0,82,2.18
CV3,0,83,2.37
CV3,0,84,2.62
CV3,0,85,2.45
CV3,0,86,2.39
CV3,0,87,2.39
CV3,0,88,2.23
CV3,0,89,2.26
CV3,0,90,2.37
CV3,0,91,2.44
CV3,0,92,2.55
CV3,0,93,2.42
CV3,0,94,2.62
CV3,0,95,2.66
CV3,0,96,2.53
CV3,0,97,2.59
CV3,0,98,2.24
CV3,0,99,2.22
CV3,0,100,2.48
CV3,0,101,2.18
CV3,0,102,2.35
CV3,0,103,2.52
CV3,0,104,2.62
CV3,0,105,2.36
CV3,0,106,2.30
CV3,0,107,2.45
CV3,0,108,2.23
CV3,0,109,2.38
CV3,0,110,2.40
CV3,0,111,2.39
CV3,0,112,2.42
CV3,0,113,2.26
CV3,0,114,2.28
CV3,0,115,2.28
CV3,0,116,2.14
CV3,0,117,2.46
CV3,0,118,2.54
CV3,0,119,2.53
CV3,0,120,2.36
CV3,0,121,2.27
CV3,0,122,2.52
CV3,0,123,2.50
CV3,0,124,2.43
CV3,0,125,2.68
CV3,0,126,2.39
CV3,0,127,2.36
CV3,0,128,2.34
CV3,0,129,2.15
CV3,0,130,2.50
CV3,0,131,2.38
CV3,0,132,2.48
CV3,0,133,2.70
CV3,0,134,2.34
CV3,0,135,2.02
CV3,0,136,2.48
CV3,0,137,2.42
CV3,0,138,2.28
CV3,0,139,2.46
CV3,0,140,2.53
CV3,0,141,2.25
CV3,0,142,2.35
CV3,0,143,2.64
CV3,0,144,2.29
CV3,0,145,2.41
CV3,0,146,1.98
CV3,0,147,2.16
CV3,0,148,2.42
CV3,0,149,2.60
CV3,0,150,2.18
CV3,0,151,2.41
CV3,0,152,2.34
CV3,0,153,2.55
CV3,0,154,2.21
CV3,0,155,2.47
CV3,0,156,2.30
CV3,0,157,2.43
CV3,0,158,2.41
CV3,0,159,2.36
CV3,0,160,2.48
CV3,0,161,2.41
CV3,0,162,2.38
CV3,0,163,2.34
CV3,0,164,2.42
CV3,0,165,2.43
CV3,0,166,2.24
CV3,0,167,2.34
CV3,0,168,2.23
CV3,0,169,2.39
CV3,0,170,2.30
CV3,0,171,2.52
CV3,0,172,2.50
CV3,0,173,2.26
CV3,0,174,2.40
CV3,0,175,2.50
CV3,0,176,2.37
CV3,0,177,2.28
CV3,0,178,2.22
CV3,0,179,2.54
CV3,0,180,2.54
CV3,0,181,2.37
CV3,0,182,2.52
CV3,0,183,1.93
CV3,0,184,2.62
CV3,0,185,2.38
CV3,0,186,2.42
CV3,0,187,2.35
CV3,0,188,2.62
CV3,0,189,2.23
CV3,0,190,2.63
CV3,0,191,2.46
CV3,0,192,2.50
CV3,0,193,2.34
CV3,0,194,2.19
CV3,0,195,2.55
CV3,0,196,2.45
CV3,0,197,2.62
CV3,0,198,2.37
CV3,0,199,2.34
CV3,0,200,2.62
CV3,0,201,2.70
CV3,0,202,2.40
CV3,0,203,2.28
CV3,0,204,2.53
CV3,0,205,2.36
CV3,0,206,2.50
CV3,0,207,2.36
CV3,0,208,2.65
CV3,0,209,2.29
CV3,0,210,2.48
CV3,0,211,2.32
CV3,0,212,2.35
CV3,0,213,2.34
CV3,0,214,2.52
CV3,0,215,2.54
CV3,0,216,2.49
CV3,0,217,2.38
CV3,0,218,2.42
CV3,0,219,2.54
CV3,0,220,2.55
CV3,0,221,1.97
CV3,0,222,2.36
CV3,0,223,2.37
CV3,0,224,2.50
CV3,0,225,2.39
CV3,0,226,2.51
CV3,0,227,2.22
CV3,0,228,2.44
CV3,0,229,2.54
CV3,0,230,2.17
CV3,0,231,2.80
CV3,0,232,2.59
CV3,0,233,2.40
CV3,0,234,2.26
CV3,0,235,2.37
CV3,0,236,2.42
CV3,0,237,2.47
CV3,0,238,2.64
CV3,0,239,2.32
CV3,0,240,2.49
CV3,0,241,2.19
CV3,0,242,2.34
CV3,0,243,2.46
CV3,0,244,2.51
CV3,0,245,2.28
CV3,0,246,2.33
CV3,0,247,2.63
CV3,0,248,2.58
CV3,0,249,2.43
CV3,0,250,2.04
CV3,0,251,2.80
CV3,0,252,2.40
CV3,0,253,2.35
CV3,0,254,2.32
CV3,0,255,2.46
CV3,0,256,2.46
CV3,0,257,2.55
CV3,0,258,2.25
CV3,0,259,2.35
CV3,0,260,2.73
CV3,0,261,2.43
CV3,0,262,2.38
CV3,0,263,2.25
CV3,0,264,2.48
CV3,0,265,2.57
CV3,0,266,2.54
CV3,0,267,2.36
CV3,0,268,2.46
CV3,0,269,2.66
CV3,0,270,2.57
CV3,0,271,2.27
CV3,0,272,1.99
CV3,0,273,2.45
CV3,0,274,2.53
CV3,0,275,2.22
CV3,0,276,2.40
CV3,0,277,2.36
CV3,0,278,2.42
CV3,0,279,2.31
CV3,0,280,2.61
CV3,0,281,2.42
CV3,0,282,2.26
CV3,0,283,2.54
CV3,0,284,2.20
CV3,0,285,2.61
CV3,0,286,2.56
CV3,0,287,2.62
CV3,0,288,2.38
CV3,0,289,2.32
CV3,0,290,2.42
CV3,0,291,2.38
CV3,0,292,2.30
CV3,0,293,2.31
CV3,0,294,2.34
CV3,0,295,2.22
CV3,0,296,2.51
CV3,0,297,2.39
CV3,0,298,2.35
CV3,0,299,2.22
CV3,0,300,2.22
CV3,0,301,2.71
CV3,0,302,2.30
CV3,0,303,2.50
CV3,0,304,2.42
CV3,0,305,1.95
CV3,0,306,2.69
CV3,0,307,2.51
CV3,0,308,2.28
CV3,0,309,2.39
CV3,0,310,2.22
CV3,0,311,2.70
CV3,0,312,2.26
CV3,0,313,2.32
CV3,0,314,2.28
CV3,0,315,2.42
CV3,0,316,2.62
CV3,0,317,2.69
CV3,0,318,2.34
CV3,0,319,2.46
CV3,0,320,2.42
CV3,0,321,2.24
CV3,0,322,2.78
CV3,0,323,2.62
CV3,0,324,2.43
CV3,0,325,2.66
CV3,0,326,2.59
CV3,0,327,2.42
CV3,0,328,2.46
CV3,0,329,2.64
CV3,0,330,2.25
CV3,0,331,2.66
CV3,0,332,2.36
CV3,0,333,2.64
CV3,0,334,2.40
CV3,0,335,2.46
CV3,0,336,2.39
CV3,0,337,2.31
CV3,0,338,2.36
CV3,0,339,2.62
CV3,0,340,2.03
CV3,0,341,2.20
CV3,0,342,2.28
CV3,0,343,2.22
CV3,0,344,2.64
CV3,0,345,2.60
CV3,0,346,2.50
CV3,0,347,2.30
CV3,0,348,2.62
CV3,0,349,2.14
CV3,0,350,2.74
CV3,0,351,2.29
CV3,0,352,2.36
CV3,0,353,2.33
CV3,0,354,2.23
CV3,0,355,2.71
CV3,0,356,2.53
CV3,0,357,2.59
CV3,0,358,2.21
CV3,0,359,2.43
CV3,0,360,2.48
CV3,0,361,2.44
CV3,0,362,2.22
CV3,0,363,2.58
CV3,0,364,2.42
CV3,0,365,2.25
CV3,0,366,2.10
CV3,0,367,2.50
CV3,0,368,2.79
CV3,0,369,2.24
CV3,0,370,2.42
CV3,0,371,2.58
CV3,0,372,2.20
CV3,0,373,2.32
CV3,0,374,2.26
CV3,0,375,2.56
CV3,0,376,2.62
CV3,0,377,2.42
CV3,0,378,2.26
CV3,0,379,2.33
CV3,0,380,2.30
CV3,0,381,2.24
CV3,0,382,2.38
CV3,0,383,2.49
CV3,0,384,2.48
CV3,0,385,2.40
CV3,0,386,2.41
CV3,0,387,2.38
CV3,0,388,2.19
CV3,0,389,2.42
CV3,0,390,2.30
CV3,0,391,2.18
CV3,0,392,2.46
CV3,0,393,2.30
CV3,0,394,2.44
CV3,0,395,2.54
CV3,0,396,2.25
CV3,0,397,2.42
CV3,0,398,2.11
CV3,0,399,2.65
CV3,0,400,2.18
CV3,0,401,2.32
CV3,0,402,2.62
CV3,0,403,2.36
CV3,0,404,2.21
CV3,0,405,2.51
CV3,0,406,2.51
CV3,0,407,2.30
CV3,0,408,2.32
CV3,0,409,2.33
CV3,0,410,2.37
CV3,0,411,2.10
CV3,0,412,2.37
CV3,0,413,2.69
CV3,0,414,2.26
CV3,0,415,2.30
CV3,0,416,2.21
CV3,0,417,2.50
CV3,0,418,2.59
CV3,0,419,2.59
CV3,0,420,2.20
CV3,0,421,2.48
CV3,0,422,2.63
CV3,0,423,2.48
CV3,0,424,2.48
CV3,0,425,2.33
CV3,0,426,2.43
CV3,0,427,2.60
CV3,0,428,2.46
CV3,0,429,2.20
CV3,0,430,2.33
CV3,0,431,2.59
CV3,0,432,2.45
CV3,0,433,2.42
CV3,0,434,2.31
CV3,0,435,2.59
CV3,0,436,2.66
CV3,0,437,2.60
CV3,0,438,2.63
CV3,0,439,2.34
CV3,0,440,2.32
CV3,0,441,2.38
CV3,0,442,2.41
CV3,0,443,2.63
CV3,0,444,2.58
CV3,0,445,2.49
CV3,0,446,2.17
CV3,0,447,2.13
CV3,0,448,2.44
CV3,0,449,2.54
CV3,0,450,2.38
CV3,0,451,2.70
CV3,0,452,2.22
CV3,0,453,2.21
CV3,0,454,2.30
CV3,0,455,2.29
CV3,0,456,2.49
CV3,0,457,2.34
CV3,0,458,2.15
CV3,0,459,2.54
CV3,0,460,2.12
CV3,0,461,2.23
CV3,0,462,2.14
CV3,0,463,2.43
CV3,0,464,2.43
CV3,0,465,2.70
CV3,0,466,2.54
CV3,0,467,2.63
CV3,0,468,2.45
CV3,0,469,2.24
CV3,0,470,2.42
CV3,0,471,2.50
CV3,0,472,2.51
CV3,0,473,2.33
CV3,0,474,2.48
CV3,0,475,2.25
CV3,0,476,2.23
CV3,0,477,2.22
CV3,0,478,2.40
CV3,0,479,2.21
CV3,0,480,2.34
CV3,0,481,2.54
CV3,0,482,2.23
CV3,0,483,2.32
CV3,0,484,2.41
CV3,0,485,2.44
CV3,0,486,2.32
CV3,0,487,2.53
CV3,0,488,2.50
CV3,0,489,2.58
CV3,0,490,2.38
CV3,0,491,2.32
CV3,0,492,2.29
CV3,0,493,2.45
CV3,0,494,2.34
CV3,0,495,2.31
CV3,0,496,2.33
CV3,0,497,2.86
CV3,0,498,3.04
CV3,0,499,2.72
CV3,0,500,3.06
CV3,50,1,2.96
CV3,50,2,2.92
CV3,50,3,2.64
CV3,50,4,3.14
CV3,50,5,3.33
CV3,50,6,2.87
CV3,50,7,2.98
CV3,50,8,3.09
CV3,50,9,3.34
CV3,50,10,3.04
CV3,50,11,3.04
CV3,50,12,3.04
CV3,50,13,2.71
CV3,50,14,2.71
CV3,50,15,2.84
CV3,50,16,3.20
CV3,50,17,2.93
CV3,50,18,2.89
CV3,50,19,2.89
CV3,50,20,2.97
CV3,50,21,3.34
CV3,50,22,2.97
CV3,50,23,2.84
CV3,50,24,3.01
CV3,50,25,3.35
CV3,50,26,2.90
CV3,50,27,2.76
CV3,50,28,2.90
CV3,50,29,3.03
CV3,50,30,3.14
CV3,50,31,3.20
CV3,50,32,2.79
CV3,50,33,2.81
CV3,50,34,2.94
CV3,50,35,3.14
CV3,50,36,2.75
CV3,50,37,2.88
CV3,50,38,2.88
CV3,50,39,3.19
CV3,50,40,3.11
CV3,50,41,3.18
CV3,50,42,3.27
CV3,50,43,2.94
CV3,50,44,2.76
CV3,50,45,2.76
CV3,50,46,2.63
CV3,50,47,2.91
CV3,50,48,2.92
CV3,50,49,3.16
CV3,50,50,3.00
CV3,50,51,2.90
CV3,50,52,2.98
CV3,50,53,2.79
CV3,50,54,3.21
CV3,50,55,2.84
CV3,50,56,2.77
CV3,50,57,3.16
CV3,50,58,3.11
CV3,50,59,2.66
CV3,50,60,3.17
CV3,50,61,2.85
CV3,50,62,2.93
CV3,50,63,3.04
CV3,50,64,3.12
CV3,50,65,3.09
CV3,50,66,2.99
CV3,50,67,2.92
CV3,50,68,3.08
CV3,50,69,2.98
CV3,50,70,3.36
CV3,50,71,3.12
CV3,50,72,2.82
CV3,50,73,2.90
CV3,50,74,3.01
CV3,50,75,3.26
CV3,50,76,3.28
CV3,50,77,2.92
CV3,50,78,2.81
CV3,50,79,2.79
CV3,50,80,3.05
CV3,50,81,3.46
CV3,50,82,3.11
CV3,50,83,2.68
CV3,50,84,2.85
CV3,50,85,2.88
CV3,50,86,2.84
CV3,50,87,2.92
CV3,50,88,3.07
CV3,50,89,3.14
CV3,50,90,3.22
CV3,50,91,3.10
CV3,50,92,2.61
CV3,50,93,2.79
CV3,50,94,2.97
CV3,50,95,3.03
CV3,50,96,3.17
CV3,50,97,3.01
CV3,50,98,3.01
CV3,50,99,3.05
CV3,50,100,2.95
CV3,50,101,3.02
CV3,50,102,3.23
CV3,50,103,2.98
CV3,50,104,2.99
CV3,50,105,2.99
CV3,50,106,3.26
CV3,50,107,2.78
CV3,50,108,3.36
CV3,50,109,2.76
CV3,50,110,2.87
CV3,50,111,3.15
CV3,50,112,3.21
CV3,50,113,2.72
CV3,50,114,2.78
CV3,50,115,3.06
CV3,50,116,3.47
CV3,50,117,3.25
CV3,50,118,2.95
CV3,50,119,2.52
CV3,50,120,3.02
CV3,50,121,3.07
CV3,50,122,2.92
CV3,50,123,2.83
CV3,50,124,3.03
CV3,50,125,2.81
CV3,50,126,3.37
CV3,50,127,3.30
CV3,50,128,3.13
CV3,50,129,3.02
CV3,50,130,2.87
CV3,50,131,3.00
CV3,50,132,3.33
CV3,50,133,3.17
CV3,50,134,3.04
CV3,50,135,3.18
CV3,50,136,3.11
CV3,50,137,3.08
CV3,50,138,3.20
CV3,50,139,3.10
CV3,50,140,3.17
CV3,50,141,3.03
CV3,50,142,2.95
CV3,50,143,2.89
CV3,50,144,2.87
CV3,50,145,2.68
CV3,50,146,2.82
CV3,50,147,2.81
CV3,50,148,2.90
CV3,50,149,3.31
CV3,50,150,2.97
CV3,50,151,3.05
CV3,50,152,3.05
CV3,50,153,3.32
CV3,50,154,2.88
CV3,50,155,2.96
CV3,50,156,2.98
CV3,50,157,3.23
CV3,50,158,3.27
CV3,50,159,3.09
CV3,50,160,3.25
CV3,50,161,3.04
CV3,50,162,2.97
CV3,50,163,3.24
CV3,50,164,3.10
CV3,50,165,2.85
CV3,50,166,3.20
CV3,50,167,2.96
CV3,50,168,2.93
CV3,50,169,3.18
CV3,50,170,2.98
CV3,50,171,3.08
CV3,50,172,3.13
CV3,50,173,2.84
CV3,50,174,3.08
CV3,50,175,3.27
CV3,50,176,2.81
CV3,50,177,3.09
CV3,50,178,2.83
CV3,50,179,3.20
CV3,50,180,3.20
CV3,50,181,2.93
CV3,50,182,3.44
CV3,50,183,3.22
CV3,50,184,3.14
CV3,50,185,3.13
CV3,50,186,3.20
CV3,50,187,2.80
CV3,50,188,3.04
CV3,50,189,3.08
CV3,50,190,2.92
CV3,50,191,3.09
CV3,50,192,3.25
CV3,50,193,2.92
CV3,50,194,2.99
CV3,50,195,2.84
CV3,50,196,2.64
CV3,50,197,3.16
CV3,50,198,2.99
CV3,50,199,3.01
CV3,50,200,2.80
CV3,50,201,2.96
CV3,50,202,3.22
CV3,50,203,3.00
CV3,50,204,3.01
CV3,50,205,3.04
CV3,50,206,2.75
CV3,50,207,3.12
CV3,50,208,2.75
CV3,50,209,2.81
CV3,50,210,2.79
CV3,50,211,2.96
CV3,50,212,2.93
