Genotype,Length_mm,Width_mm,Area_mm_2,GW_mg
cv5,3.12906391,6.377515351,14.88263216,35.31321571
cv5,2.9248729,5.509046319,12.12921241,26.95622261
cv5,3.420994844,6.583801398,16.19294124,39.47389456
cv5,2.743647339,6.724832345,12.88175479,29.1854932
cv5,3.277007028,6.09500066,14.98002,35.61856011
cv5,3.373678892,6.796855776,17.62719848,44.15317603
cv5,3.612642185,5.906145315,15.94504493,38.6781761
cv5,3.224009524,6.31052865,15.52007982,37.32329821
cv5,3.721659374,7.093867164,20.0618944,52.37583513
cv5,3.724866229,6.460272039,18.11413766,45.77025334
cv5,3.492913741,7.026149718,18.62763716,47.49066559
cv5,3.774090312,6.629364581,18.84897316,48.23694099
cv5,3.540707146,6.946311716,18.33547365,46.50992252
cv5,3.315514692,6.697128161,16.6975873,41.10578196
cv5,3.365993125,7.01227525,18.1229911,45.79978485
cv5,3.696824756,7.32353315,20.31864415,53.26243732
cv5,3.653713867,7.196709133,19.72546369,51.21957042
cv5,3.753996947,6.905405586,19.85826528,51.67524289
cv5,3.861584482,6.3049143,18.74273188,47.87837678
cv5,3.078559333,6.654690486,15.98045869,38.79160937
cv5,3.799668566,6.78512244,19.17655043,49.34657814
cv5,3.680456869,7.360913738,20.29208383,53.17055274
cv5,3.374723505,6.574381545,17.22879369,42.84068723
cv5,3.174167569,6.325942421,15.00658032,35.70194634
cv5,3.409974274,6.44929917,16.75070794,41.27848789
cv5,2.807813569,5.940522764,12.66927223,28.55171514
cv5,3.19704739,6.524364962,15.55549358,37.43575624
cv5,3.85581387,7.026149718,19.8848256,51.76649467
cv5,3.137308978,6.891288025,17.17567305,42.66641655
cv5,3.254190974,6.573034749,16.33459628,39.93034795
cv5,3.731817342,6.78512244,19.08801603,49.04607344
cv5,3.941758935,7.533295997,22.58512472,61.24148188
cv5,3.589137204,7.20285754,19.48642082,50.40183424
cv5,3.501345679,7.16094427,19.34476578,49.91875992
cv5,3.81456878,6.81896366,18.95521443,48.59615251
cv5,3.398244285,6.909250824,17.83082759,44.82769216
cv5,2.996128672,5.868550119,13.01455638,29.5833102
cv5,3.778947781,6.737984778,19.65463617,50.97694579
cv5,2.974754658,5.416668646,11.65112667,25.56263738
cv5,3.931718353,6.665325236,19.89367904,51.7969206
cv5,3.335420553,6.152829286,15.37842479,36.87428822
cv5,2.913289036,5.58565319,12.18233305,27.11216621
cv5,3.220898996,6.344110414,15.14823535,36.14746935
cv5,3.601334218,6.78512244,19.33591234,49.88860525
cv5,3.472471133,6.547393001,16.94548362,41.91324033
cv5,3.523155418,7.026149718,18.29120645,46.36175891
cv5,3.716576755,6.965403768,19.8848256,51.76649467
cv5,3.705720717,6.78512244,19.00833507,48.77600024
cv5,3.687646303,6.976833921,19.13228323,49.19627017
cv5,3.436757017,6.728780774,17.76885351,44.62214234
cv5,3.772503354,6.965403768,19.62807585,50.88603361
cv5,3.598982631,6.966674711,18.1672583,45.94751159
cv5,3.627969365,6.920773719,18.74273188,47.87837678
cv5,3.174884708,6.212970076,14.79409777,35.03618407
cv5,3.594341855,6.58649031,18.28235301,46.33213994
cv5,3.449268446,6.791643463,17.86624135,44.94525194
cv5,3.765437997,6.983175922,19.8405584,51.61443007
cv5,3.601159356,6.431428329,17.44127624,43.53948664
cv5,3.987738107,6.900275269,20.77902301,54.86118243
cv5,3.69926813,6.653359947,18.52139589,47.13345799
cv5,3.405969304,6.644038713,16.61790635,40.84705267
cv5,3.309690872,6.869412907,16.20179468,39.5023856
cv5,3.090396319,6.669308895,16.03357933,38.9619101
cv5,3.604196534,7.1138078,19.31820546,49.82830918
cv5,3.51194715,6.962861185,18.80470596,48.08746043
cv5,3.424974961,6.58649031,17.77770695,44.65149257
cv5,3.831317748,6.525721802,18.62763716,47.49066559
cv5,3.680606121,6.629364581,18.25579269,46.24331059
cv5,3.669154518,6.606622269,17.91936199,45.12173144
cv5,3.745079331,6.732726888,19.24737794,49.58730184
cv5,3.541528212,6.839705802,18.34432709,46.53956899
cv5,3.426598443,6.573034749,16.52937195,40.56004099
cv5,3.805365071,7.01227525,20.79672989,54.92290091
cv5,3.784010591,6.78512244,20.11501504,52.55897381
cv5,2.981817057,6.27676722,13.98843475,32.53982705
cv5,3.59821865,6.367790347,17.59178472,44.03612239
cv5,3.921302008,6.597235,18.88438691,48.35660636
cv5,3.318719123,6.237147915,15.72370894,37.97104895
cv5,3.976734282,6.901558206,20.23010975,52.95630507
cv5,3.437281988,6.325942421,15.98045869,38.79160937
cv5,3.757600171,6.606622269,18.41515461,46.77690547
cv5,2.875881465,5.596737417,11.81048858,26.02517033
cv5,3.66446594,6.919494345,19.54839489,50.61353336
cv5,3.957484191,7.042511575,21.02691933,55.72676801
cv5,3.251476076,6.436932334,14.99772688,35.67414568
cv5,3.486360612,6.653359947,17.4324228,43.51031534
cv5,3.399069388,6.532501774,16.228355,39.58788858
cv5,3.798870194,6.460272039,18.93750755,48.53623908
cv5,3.839430932,6.682570608,19.40673986,50.12996614
cv5,3.407553937,6.791643463,17.45898312,43.59784344
cv5,3.182556566,7.082625885,17.54751752,43.88991136
cv5,3.981820859,7.026149718,20.46915262,53.7838418
cv5,3.605400083,6.654690486,18.20267206,46.06577597
cv5,2.9598409,5.946481163,13.31557333,30.48983186
cv5,3.54265777,6.942487005,18.38859429,46.68787
cv5,3.402148884,6.27676722,16.21950156,39.55938261
cv5,3.881729038,6.760285187,20.32749759,53.29307406
cv5,3.971456092,6.821559877,20.14157535,52.65060123
cv5,3.253687372,7.031188191,17.29962121,43.07331567
cv5,3.481740547,6.423163479,17.45012968,43.56866267
cv5,3.154001405,6.546040653,15.63517454,37.68908626
cv5,3.717123274,6.850053321,19.4598605,50.31117194
cv5,3.96284931,6.309125531,18.15840486,45.91795702
cv5,3.534681616,6.732726888,18.29120645,46.36175891
cv5,3.649162407,7.026149718,19.4155933,50.1601561
cv5,3.59570182,6.75635517,18.56566309,47.28221503
cv5,3.532318683,6.697128161,17.5652244,43.94838162
cv5,3.154001405,6.546040653,15.63517454,37.68908626
cv5,3.021421498,6.821559877,15.76797613,38.11222109
cv5,3.443841148,6.946311716,18.2115255,46.09535357
cv5,3.599585934,6.901558206,19.03489539,48.86598447
cv5,3.805812501,7.1138078,21.20398812,56.34704806
cv5,2.825923223,5.639286787,11.61571291,25.46012595
cv5,3.567165759,6.884861381,18.2115255,46.09535357
cv5,3.02641203,6.190128197,14.13894323,33.00276864
cv5,3.649126314,6.79815823,19.07916259,49.01604746
cv5,3.515543209,6.552799602,17.07828521,42.3473683
cv5,3.732763034,5.882112071,16.41427723,40.18766088
cv5,3.479299451,6.524364962,17.22879369,42.84068723
cv5,3.608315472,6.884861381,19.1942573,49.40673243
cv5,3.383534497,5.892638676,15.0242872,35.7575634
cv5,3.223178592,6.323142712,15.65288142,37.74543803
cv5,3.733712849,7.042511575,20.14157535,52.65060123
cv5,3.447283072,6.728780774,17.68031911,44.3288976
cv5,3.140863401,5.942012924,14.02384851,32.64861176
cv5,3.702999788,6.732726888,19.05260227,48.92599628
cv5,3.570581328,7.16094427,19.66348961,51.00725859
cv5,3.324174235,6.035151282,15.25447663,36.48248829
cv5,3.322712485,6.618672051,16.71529418,41.16333109
cv5,2.638786651,6.139865333,11.76622138,25.8964874
cv5,3.53540422,6.971756166,18.67190436,47.63969483
cv5,3.80545059,6.388611515,18.13184454,45.82932097
cv5,3.536806311,6.4383076,17.57407784,43.97762383
cv5,3.563233097,6.981907983,18.8135594,48.11734754
cv5,3.284673942,6.264059772,15.64402798,37.71725959
cv5,3.404969903,6.27676722,16.11326028,39.21769979
cv5,3.267029061,6.070256675,14.8914856,35.34094794
cv5,3.696443867,6.850053321,18.49483557,47.04425835
cv5,2.942828094,6.606622269,14.53734801,34.23579736
cv5,3.54772057,6.712973123,18.05216358,45.56366221
cv5,3.46814167,6.606622269,17.28191433,43.01512994
cv5,2.952672712,7.022368491,15.6705883,37.80181019
cv5,3.01538716,6.048339682,13.36869397,30.65049241
cv5,3.722293125,6.850053321,18.84897316,48.23694099
cv5,3.065475446,6.423163479,15.17479567,36.23115381
cv5,3.65638263,7.01227525,19.48642082,50.40183424
cv5,3.648002901,6.775982465,18.73387844,47.84852573
cv5,3.728311514,6.573034749,18.57451652,47.31198007
cv5,3.507258899,6.134094782,16.48510475,40.41671935
cv5,3.859561571,6.629364581,19.2827917,49.7077701
cv5,2.634373355,6.371960023,12.78436695,28.89459294
cv5,3.872847537,6.606622269,19.22081762,49.49699718
cv5,2.903230356,6.074630584,12.89060823,29.21197367
cv5,3.160862958,6.134094782,14.3779861,33.74127103
cv5,3.250650611,6.525721802,15.14823535,36.14746935
cv5,3.560694748,6.454787936,17.06943177,42.31839272
cv5,3.914257099,6.58649031,19.69890337,51.12855346
cv5,3.466609477,6.81896366,17.35274184,43.24798719
cv5,2.494022543,5.317695596,9.455473617,19.40447687
cv5,3.763795838,6.915654802,19.30935202,49.79816778
cv5,3.553088661,6.981907983,19.08801603,49.04607344
cv5,3.754640187,6.682570608,19.15884355,49.28644161
cv5,2.577326705,4.98780168,9.712223369,20.10298895
cv5,3.795574783,6.311931457,17.79541383,44.71020708
cv5,3.612543602,6.12687395,16.49395819,40.44537384
cv5,3.738400935,6.796855776,19.01718851,48.80599052
cv5,3.811637228,7.107582361,20.69934206,54.58365767
cv5,2.987064202,6.734041745,16.06899309,39.07554431
cv5,3.234252009,6.454787936,15.95389837,38.70652687
cv5,3.412816467,6.775982465,17.45012968,43.56866267
cv5,3.704102204,6.348295644,17.69802599,44.38750904
cv5,3.583389036,6.606622269,17.64490535,44.21173109
cv5,3.413547105,7.132451515,18.73387844,47.84852573
cv5,2.891807886,5.590406264,12.22660025,27.24228558
cv5,3.506439073,6.524364962,17.21108681,42.78257787
cv5,3.206585237,6.869412907,17.14025929,42.55033185
cv5,3.649460802,6.981907983,19.85826528,51.67524289
cv5,3.557951531,6.454787936,17.20223337,42.75353036
cv5,2.838706081,5.882112071,12.35940184,27.63354724
cv5,3.255747808,6.607962218,16.58249259,40.73218913
cv5,2.80697421,5.797211154,12.00526426,26.59320465
cv5,3.716159367,6.78512244,18.30891333,46.4210106
cv5,3.226260643,6.004265694,14.2009173,33.19385144
cv5,3.464439059,6.480796094,17.13140585,42.52132265
cv5,3.024126226,5.820073913,13.18277174,30.08907844
cv5,3.492602073,6.311931457,16.12211372,39.24614589
cv5,3.541914102,6.81896366,18.75158532,47.90823235
cv5,3.538021995,6.786427146,18.41515461,46.77690547
cv5,3.652357373,6.966674711,19.43330018,50.22054923
cv5,3.715911643,6.98571111,19.42444674,50.19035046
cv5,3.399732456,6.80726843,17.73343975,44.5047882
cv5,3.630077089,7.141135257,20.15928223,52.71170766
cv5,3.352894304,6.606622269,16.35230316,39.98749396
cv5,3.511024411,6.606622269,17.83082759,44.82769216
cv5,3.77910845,6.653359947,18.94636099,48.56619355
cv5,3.634296478,7.093867164,19.8405584,51.61443007
cv5,3.633260626,6.939936027,19.14113667,49.22632287
cv5,3.652061999,7.11754045,19.61036897,50.82544735
cv5,3.764893727,6.800762389,19.45100706,50.28095997
cv5,3.470853169,7.147331471,18.45942181,46.92538925
cv5,3.007318696,5.988023952,13.22703894,30.22252004
cv5,3.780068254,7.377733214,20.88526429,55.23174537
cv5,3.394256246,7.073870318,17.03401801,42.20253852
cv5,3.461682288,6.271122644,16.3611566,40.0160744
cv5,3.279864459,6.607962218,16.3168894,39.87322175
cv5,3.619569069,6.697128161,18.14069798,45.85886171
cv5,3.737122412,6.552799602,18.46827525,46.95509969
cv5,3.775782424,6.8280461,19.65463617,50.97694579
cv5,3.539587492,7.318695941,19.71661025,51.18922707
cv5,2.969881458,5.777323578,12.96143574,29.42402676
cv5,3.811972069,6.81896366,20.12386848,52.58951198
cv5,3.832644967,6.606622269,19.01718851,48.80599052
cv5,2.550587269,6.442431636,12.32398809,27.52907862
cv5,3.461801624,7.196709133,18.89324035,48.38653393
cv5,3.380904961,6.431428329,16.44083755,40.27352082
cv5,2.549827568,5.38881084,9.880438723,20.56385924
cv5,3.365839428,6.791643463,17.53866408,43.8606833
cv5,3.00491337,5.61568805,12.45678968,27.92132952
cv5,2.92359331,6.868123966,14.25403794,33.35784926
cv5,3.684874309,6.962861185,19.39788642,50.09978059
cv5,3.565767985,6.27676722,16.10440684,39.18925868
cv5,3.189456562,6.367790347,14.30715858,33.52204278
cv5,3.676482293,6.212970076,17.4324228,43.51031534
cv5,3.183788222,6.78512244,16.23720844,39.61639953
cv5,3.619976265,6.965403768,19.50412769,50.46229775
cv5,3.780427638,5.648698676,16.35230316,39.98749396
cv5,3.543550121,6.98571111,18.98177475,48.68605625
cv5,3.549804194,7.20285754,19.81399809,51.52324338
cv5,3.01944283,5.940522764,13.42181461,30.81135737
cv5,3.893584404,6.821559877,20.43373887,53.66104766
cv5,3.310177119,6.552799602,16.1840878,39.44540851
cv5,3.476725176,6.850053321,17.84853447,44.88646272
cv5,2.594074384,4.764474728,9.05706883,18.33258562
cv5,3.237517864,6.891288025,16.47625131,40.38806979
cv5,3.291900699,6.583801398,16.77726826,41.36490663
cv5,3.801668644,7.377733214,21.50500507,57.40532831
cv5,3.803033723,6.816366454,19.76087745,51.34098738
cv5,3.56432962,6.900275269,18.6807578,47.66951425
cv5,3.694578053,6.618672051,18.32662021,46.48028063
cv5,3.655078164,6.98571111,19.69004993,51.0982232
cv5,2.450152674,5.094927404,9.163310106,18.61697636
cv5,3.325927246,6.255573798,15.63517454,37.68908626
cv5,3.649695305,6.971756166,19.62807585,50.88603361
cv5,2.800476825,5.772724408,12.15577273,27.03416715
cv5,3.101016238,6.669308895,15.34301103,36.76224189
cv5,3.812410279,7.26405539,21.07118652,55.8816819
cv5,3.30429362,6.360834812,15.67944174,37.83000392
cv5,3.703074262,6.718246473,19.24737794,49.58730184
cv5,3.595585017,6.480796094,17.91050855,45.09230655
cv5,3.091563133,6.323142712,14.63473585,34.53886423
cv5,3.605400083,6.654690486,18.32662021,46.48028063
cv5,3.134485776,6.360834812,14.8914856,35.34094794
cv5,3.232286595,6.606622269,15.85651053,38.3949458
cv5,3.437667028,7.242083739,18.42400805,46.8065931
cv5,3.787445196,6.629364581,18.6364906,47.52046238
cv5,2.705001027,5.537898083,10.90743773,23.43117242
cv5,3.522727771,6.891288025,17.99904294,45.38676462
cv5,3.079706547,6.525721802,15.28103695,36.56635996
cv5,2.85098221,6.775982465,13.7759522,31.8889741
cv5,3.537611219,7.037481209,19.36247266,49.97908249
cv5,3.024532125,5.661223523,12.81978071,29.0002931
cv5,3.708103117,7.08637496,20.16813567,52.74226732
cv5,3.772131813,6.191558283,17.18452649,42.6954497
cv5,3.693566134,6.874566256,19.40673986,50.12996614
cv5,3.570426984,6.09500066,16.24606188,39.64491546
cv5,2.52470122,5.596737417,10.61527422,22.60628545
cv5,2.997024639,6.185835954,13.7759522,31.8889741
cv5,3.600802541,6.781206816,18.55680965,47.25245453
cv5,2.824936351,5.534699759,11.39437691,24.82170258
cv5,3.232427303,6.31052865,15.18364911,36.25905906
cv5,3.743426574,6.442431636,17.41471592,43.45198697
cv5,3.182731941,6.965403768,16.40542379,40.15905078
cv5,3.472471133,6.547393001,17.30847465,43.10241569
cv5,3.840004426,7.027409675,20.50456638,53.90670394
cv5,2.843748669,5.809415822,11.89016954,26.25718852
cv5,2.979344235,5.812462985,12.88175479,29.1854932
cv5,3.348494093,6.134094782,15.13938191,36.11958495
cv5,3.403998408,6.190128197,15.84765709,38.36665055
cv5,3.650346835,6.674616742,18.51254245,47.10372023
cv5,3.750695664,6.524364962,18.14069798,45.85886171
cv5,3.36185962,6.367790347,16.24606188,39.64491546
cv5,3.167999272,6.394152376,15.56434702,37.46388355
cv5,3.733258967,6.697128161,19.10572291,49.10613877
cv5,3.761442081,6.552799602,18.61878372,47.46087333
cv5,3.801027669,6.498531176,18.49483557,47.04425835
cv5,3.524571149,6.068798005,15.6705883,37.80181019
cv5,4.04366704,6.480796094,19.52183457,50.52277882
cv5,3.646909598,6.583801398,18.43286149,46.83628529
cv5,3.628951948,6.606622269,17.83082759,44.82769216
cv5,3.655094748,6.869412907,19.1942573,49.40673243
cv5,3.136988239,6.293670574,14.82065809,35.11923801
cv5,3.210839459,6.237147915,14.86492528,35.25776708
cv5,3.69673446,6.859094594,19.05260227,48.92599628
cv5,3.948963473,6.716928524,19.97336,52.07094882
cv5,3.295042196,6.480796094,15.67944174,37.83000392
cv5,2.874857046,5.728075383,12.08494521,26.82643641
cv5,3.37925857,6.266885876,16.35230316,39.98749396
cv5,3.532582013,6.105160211,15.70600206,37.91461567
cv5,3.534681616,6.732726888,18.41515461,46.77690547
cv5,2.818135209,5.67372072,12.08494521,26.82643641
cv5,3.260642992,6.891288025,16.6975873,41.10578196
cv5,2.749447657,5.609378286,11.42979067,24.92358581
cv5,3.516155863,6.737984778,17.82197415,44.79831389
cv5,3.468988544,6.191558283,16.45854443,40.33078545
cv5,3.707019045,6.371960023,17.65375879,44.24101567
cv5,4.101554585,6.644038713,20.58424734,54.18339197
cv5,2.995627085,6.371960023,13.97072787,32.48546772
cv5,3.738825239,6.900275269,19.34476578,49.91875992
cv5,3.288076196,7.366925102,18.22037894,46.12493578
cv5,2.889189809,6.122537363,13.26245269,30.32937628
cv5,3.35890748,6.325942421,15.67944174,37.83000392
cv5,3.131331063,6.27676722,14.21862418,33.24849561
cv5,3.232518225,6.255573798,14.85607184,35.23005069
cv5,3.812943409,6.654690486,19.73431713,51.24991813
cv5,3.653857503,7.01227525,19.55724833,50.64379364
cv5,3.317537699,6.394152376,16.38771691,40.10184539
cv5,3.990264756,6.048339682,17.62719848,44.15317603
cv5,3.71279459,6.734041745,19.00833507,48.77600024
cv5,3.43814899,6.79815823,17.97248262,45.29837842
cv5,3.238736972,6.024873678,14.64358929,34.56644785
cv5,3.59142955,6.606622269,17.96362918,45.26892564
cv5,3.48581917,6.552799602,17.14911273,42.57934583
cv5,3.657965986,6.946311716,19.10572291,49.10613877
cv5,2.742376713,5.882112071,12.23545369,27.26832756
cv5,3.582928326,6.686543993,16.9631905,41.97106136
cv5,3.625392049,6.105160211,16.54707883,40.61740406
cv5,3.524070317,6.431428329,17.04287145,42.23149485
cv5,2.526118859,5.264149154,9.783050886,20.29673084
cv5,3.389578764,6.691838169,17.14911273,42.57934583
cv5,3.335555294,6.264059772,16.13096716,39.274597
cv5,3.839017011,6.697128161,19.62807585,50.88603361
cv5,3.632379824,7.097610301,19.29164514,49.73789824
cv5,3.403692913,6.325942421,15.95389837,38.70652687
cv5,3.75991744,6.442431636,18.23808582,46.18411399
cv5,3.115069435,6.264059772,15.07740784,35.92454041
cv5,3.545544115,6.597235,17.62719848,44.15317603
cv5,3.229831837,6.293670574,15.12167504,36.06383182
cv5,3.866480875,7.052561544,20.37176479,53.44632179
cv5,3.853320123,7.205315433,21.2659622,56.56453869
cv5,3.659228336,6.697128161,18.89324035,48.38653393
cv5,3.540226828,7.01227525,18.10528422,45.74072646
cv5,3.653821531,6.644038713,18.14955142,45.88840706
cv5,3.702652156,6.427297233,18.14069798,45.85886171
cv5,3.757600171,6.606622269,19.50412769,50.46229775
cv5,3.627376724,6.946311716,19.43330018,50.22054923
cv5,3.718134545,6.371960023,17.64490535,44.21173109
cv5,3.347045251,6.475329374,16.98975082,42.05782912
cv5,3.618226254,6.552799602,17.84853447,44.88646272
cv5,3.681686255,6.901558206,19.4598605,50.31117194
cv5,3.506943452,7.083875797,19.50412769,50.46229775
cv5,2.841777452,5.277586697,10.99597213,23.68254614
cv5,2.972946351,5.777323578,12.81978071,29.0002931
cv5,3.231722788,6.388611515,15.84765709,38.36665055
cv5,3.605692143,6.983175922,19.04374883,48.89598814
cv5,2.861408927,5.891136027,12.85519447,29.10608673
cv5,2.843946654,5.647131117,11.59800603,25.40890771
cv5,3.851406166,6.606622269,19.90253248,51.82735087
cv5,3.928600852,7.031188191,20.95609181,55.47912284
cv5,3.472269926,6.629364581,17.26420745,42.95696328
cv5,3.379737158,6.554150555,16.98089738,42.02890171
cv5,3.675764461,6.850053321,18.89324035,48.38653393
cv5,3.779830484,7.003431732,19.57495521,50.70432736
cv5,3.645716861,6.498531176,18.06987046,45.62266513
cv5,3.579909803,6.697128161,18.08757734,45.68168655
cv5,3.647713147,6.606622269,18.26464613,46.27291578
cv5,2.714048976,5.428097952,11.25272188,24.4151846
cv5,3.324283901,6.311931457,15.84765709,38.36665055
cv5,3.117240756,5.964320647,13.74053844,31.78080926
cv5,3.398137132,6.164329912,15.68829518,37.85820274
cv5,3.213354823,6.325942421,15.55549358,37.43575624
cv5,3.3102641,6.777288931,15.96275181,38.73488267
cv5,3.608969747,6.976833921,19.10572291,49.10613877
cv5,3.465203348,6.61733427,17.66261223,44.27030495
cv5,3.224297197,6.760285187,16.29918252,39.81611539
cv5,3.52228972,6.454787936,17.30847465,43.10241569
cv5,3.66961603,6.58649031,18.69846468,47.72916667
cv5,3.744348085,6.734041745,18.68961124,47.6993382
cv5,3.332877531,6.423163479,16.14867404,39.3315142
cv5,3.702393904,6.255573798,17.11369897,42.46331866
cv5,3.787486948,6.344110414,18.10528422,45.74072646
cv5,3.303815923,6.431428329,15.98931213,38.81998026
cv5,3.641041329,7.022368491,19.18540387,49.37665306
cv5,3.243806636,7.216365596,17.89280167,45.03347073
cv5,3.523272294,6.98571111,18.60993028,47.43108561
cv5,3.242557633,7.082625885,17.70687943,44.4168218
cv5,3.667825134,6.618672051,17.68031911,44.3288976
cv5,3.657073859,7.165887967,18.68961124,47.6993382
cv5,3.676747909,6.775982465,18.71617156,47.78883716
cv5,2.691051755,5.645563123,11.61571291,25.46012595
cv5,3.302317473,6.08045757,14.92689936,35.45192961
cv5,4.130155628,6.868123966,21.92111674,58.87605886
cv5,3.856332694,6.712973123,19.31820546,49.82830918
cv5,2.99845331,6.011633798,13.43952149,30.86502435
cv5,3.600229393,7.229848414,19.39788642,50.09978059
cv5,3.402353393,6.8280461,17.42356936,43.48114878
cv5,3.466471644,6.139865333,15.25447663,36.48248829
cv5,3.816966946,6.800762389,19.2827917,49.7077701
cv5,3.477879412,6.618672051,17.09599209,42.40533387
cv5,3.782397975,7.087624211,20.69048862,54.55284266
cv5,2.445965139,5.509046319,9.641395851,19.90969866
cv5,3.869856546,6.442431636,19.11457635,49.13617812
cv5,3.944530656,6.868123966,20.18584255,52.80339951
cv5,3.35676964,6.467120628,15.94504493,38.6781761
cv5,2.968889169,6.48898754,14.44881362,33.96084513
cv5,3.011438535,5.480042657,12.09379865,26.8523815
cv5,3.115780008,7.279882564,16.65332011,40.96199457
cv5,3.202030768,6.868123966,16.75956138,41.30728927
cv5,3.563180989,6.360834812,16.99860426,42.08676136
cv5,3.835666584,7.01227525,20.25667007,53.04809982
cv5,3.317416909,6.191558283,15.44039887,37.07056796
cv5,3.368550843,6.460272039,16.1398206,39.3030531
cv5,3.715980387,6.618672051,18.0787239,45.65217352
cv5,3.342375017,6.791643463,17.69802599,44.38750904
cv5,3.765437997,6.983175922,19.68119649,51.0678973
cv5,3.755337432,6.431428329,18.13184454,45.82932097
cv5,3.524102715,6.79815823,17.78656039,44.68084749
cv5,2.990110063,6.093547913,13.51034901,31.0799184
cv5,3.550948977,6.821559877,18.27349957,46.30252557
cv5,3.761470513,6.816366454,19.65463617,50.97694579
cv5,3.338428627,7.186860741,18.6807578,47.66951425
cv5,3.879811404,7.101351465,20.88526429,55.23174537
cv5,3.515499063,6.850053321,17.88394823,45.00405981
cv5,3.688241022,6.255573798,16.50281163,40.47403325
cv5,3.658444978,7.153522318,19.17655043,49.34657814
cv5,3.389462096,7.083875797,17.86624135,44.94525194
cv5,3.540391542,6.42178497,16.76841482,41.33609552
cv5,3.905127952,7.000902961,20.96494525,55.51006386
cv5,3.285942009,6.622683773,16.21950156,39.55938261
cv5,3.750604272,6.973025952,19.73431713,51.24991813
cv5,3.33053633,6.289448994,15.95389837,38.70652687
cv5,3.420265109,7.294461782,19.27393826,49.6776464
cv5,2.686015829,6.401071708,11.68654043,25.66524857
cv5,3.305276741,6.235728284,15.23676975,36.4265998
cv5,3.560431895,6.833230646,18.52139589,47.13345799
cv5,3.180404275,5.812462985,13.6431506,31.48381622
cv5,4.02685281,7.360913738,22.79760727,62.00316138
cv5,3.474860741,6.237147915,16.58249259,40.73218913
cv5,3.432276663,6.716928524,17.81312071,44.76894028
cv5,2.921376982,5.364110278,11.3678166,24.74535661
cv5,3.618840702,7.153522318,20.17698911,52.77283127
cv5,3.529008322,6.266885876,17.21994025,42.81163016
cv5,3.848419563,6.712973123,19.99106688,52.13189155
cv5,3.669241637,6.08045757,16.38771691,40.10184539
cv5,3.974694046,6.606622269,19.27393826,49.6776464
cv5,3.762127262,6.791643463,19.33591234,49.88860525
cv5,3.123373846,6.791643463,15.80338989,38.22525018
cv5,3.396456143,7.022368491,17.88394823,45.00405981
cv5,3.128510044,6.27676722,14.77639089,34.98084128
cv5,2.553022173,6.27676722,11.9255833,26.36046773
cv5,3.476671404,6.564948175,17.12255241,42.49231826
cv5,2.925385146,6.839705802,15.42269199,37.01446226
cv5,3.686744159,6.786427146,19.07916259,49.01604746
cv5,3.277788042,7.260398066,18.37974085,46.65820065
cv5,3.662254301,6.812468788,18.87553348,48.32668328
cv5,3.039010375,6.280997323,14.2009173,33.19385144
cv5,2.91839151,5.83678302,12.5276172,28.13107873
cv5,3.934721932,6.597235,19.17655043,49.34657814
cv5,3.426417804,6.800762389,17.57407784,43.97762383
cv5,3.016405796,5.723436638,12.74895319,28.78898644
cv5,2.773266066,5.38881084,11.09335996,23.95980611
cv5,3.360444756,6.423163479,16.47625131,40.38806979
cv5,4.012250597,6.65069807,20.23010975,52.95630507
cv5,3.659474966,6.691838169,18.14955142,45.88840706
cv5,3.36513462,6.230046526,15.78568301,38.1687255
cv5,3.179458711,6.850053321,16.05128621,39.01871718
cv5,3.436612416,5.842847212,14.78524433,35.00851003
cv5,3.152446348,6.436932334,14.98887344,35.64635027
cv5,3.692672805,7.000902961,19.3270589,49.85845501
cv5,3.154356773,5.894140942,13.6874178,31.61872925
cv5,4.007080179,7.052561544,20.63736798,54.36804123
cv5,2.753808115,6.024873678,12.63385848,28.44641424
cv5,3.409517106,6.850053321,17.81312071,44.76894028
cv5,3.866212052,6.915654802,19.55724833,50.64379364
cv5,3.568714247,6.737984778,18.26464613,46.27291578
cv5,3.755258714,6.360834812,17.80426727,44.73957134
cv5,3.016816092,5.65809491,12.66927223,28.55171514
cv5,4.12010349,6.859094594,20.67278174,54.49122529
cv5,3.705720717,6.78512244,18.95521443,48.59615251
cv5,3.763261046,6.427297233,17.96362918,45.26892564
cv5,3.575523311,6.58649031,18.14955142,45.88840706
cv5,3.782527293,6.58649031,18.6364906,47.52046238
cv5,3.626824585,6.942487005,18.58336996,47.34174965
cv5,3.241765011,6.48898754,15.99816557,38.84835618
cv5,3.430320794,6.060038609,16.14867404,39.3315142
cv5,3.230267274,6.791643463,16.17523436,39.41692745
cv5,3.202552289,6.728780774,16.54707883,40.61740406
cv5,4.106259796,6.98571111,21.01806589,55.69579774
cv5,3.562152694,7.212684089,19.08801603,49.04607344
cv5,3.59981153,6.891288025,18.84897316,48.23694099
cv5,3.416095743,6.686543993,16.7418545,41.24969138
cv5,2.873608418,6.839705802,14.68785649,34.70444593
cv5,4.011220863,7.173297124,21.61124635,57.77997563
cv5,3.6040885,6.760285187,18.92865411,48.50628908
cv5,3.782661059,6.909250824,20.11501504,52.55897381
cv5,3.394253885,6.42178497,16.20179468,39.5023856
cv5,3.971208438,6.607962218,19.8848256,51.76649467
cv5,3.472855243,6.781206816,17.95477574,45.23947751
cv5,2.586312794,5.141631161,9.68566305,20.03045205
cv5,3.742617161,6.983175922,18.97292131,48.65608386
