Location,Season,Genotype,Reps,Iron_mg_ha,Fe_V,Fe_R,Fe_M
North,2022,CV8,17,6.7425,0.2200,0.2600,0.0600
North,2022,CV8,18,9.5335,0.2100,0.2500,0.0600
North,2022,CV8,19,2.4741,0.2800,0.2400,0.0400
North,2022,CV8,20,8.9076,0.2500,0.2400,0.0300
North,2022,CV9,1,7.5458,0.2900,0.2800,0.0800
North,2022,CV9,2,19.2780,0.1800,0.2200,0.0500
North,2022,CV9,3,18.5917,0.2800,0.2500,0.0500
North,2022,CV9,4,6.5829,0.2300,0.2400,0.0400
North,2022,CV9,5,10.1717,0.2000,0.2700,0.0400
North,2022,CV9,6,10.7758,0.1700,0.2800,
North,2022,CV9,7,10.9218,0.2500,0.2300,0.0600
North,2022,CV9,8,3.9535,0.3100,0.2800,0.0400
North,2022,CV9,9,1.7748,0.2100,0.2600,0.0300
North,2022,CV9,10,7.5388,0.2400,0.2500,0.0400
North,2022,CV9,11,7.8846,0.2400,0.2400,0.0300
North,2022,CV9,12,1.4086,0.2700,0.2100,0.0300
North,2022,CV9,13,2.9249,0.2400,0.2400,0.0600
North,2022,CV9,14,10.7122,0.2900,0.2300,0.0500
North,2022,CV9,15,4.2198,0.2600,0.2600,0.0600
North,2022,CV9,16,1.7629,0.3000,0.2500,0.0600
North,2022,CV9,17,32.4059,0.3200,0.2400,0.0600
North,2022,CV9,18,9.5689,0.2300,0.2700,0.0400
North,2022,CV9,19,7.7566,0.3100,0.2400,0.0600
North,2022,CV9,20,2.8496,0.2300,0.2500,0.0400
North,2022,CV10,1,11.6682,0.2000,0.2500,0.0500
North,2022,CV10,2,3.0797,0.1700,0.2400,0.0500
North,2022,CV10,3,6.0714,0.2600,0.2300,0.0300
North,2022,CV10,4,6.4267,0.2600,0.2400,0.0500
North,2022,CV10,5,2.1280,0.2400,0.2300,0.0500
North,2022,CV10,6,5.6573,0.2200,0.2300,0.0600
North,2022,CV10,7,4.3935,0.2400,0.2200,0.0400
North,2022,CV10,8,1.8028,0.3100,0.2600,0.0600
North,2022,CV10,9,4.2735,0.2500,0.2100,0.0500
North,2022,CV10,10,1.0982,0.2400,0.2100,0.0400
North,2022,CV10,11,2.5049,0.2600,0.2500,0.0500
North,2022,CV10,12,2.1674,0.2100,0.1900,0.0300
North,2022,CV10,13,3.7007,0.2400,0.2700,0.0400
North,2022,CV10,14,8.5724,0.2400,0.2200,0.0800
North,2022,CV10,15,0.3374,0.3000,0.2300,0.0600
North,2022,CV10,16,3.1187,0.2700,0.2600,0.0500
North,2022,CV10,17,2.2452,0.2400,0.2200,0.0500
North,2022,CV10,18,1.5084,0.2800,0.2500,0.0400
North,2022,CV10,19,16.2483,0.2900,0.2500,0.0300
North,2022,CV10,20,6.0789,0.2900,0.2900,0.0500
North,2022,CV11,1,14.4046,0.2900,0.2700,0.0500
North,2022,CV11,2,10.6347,0.2900,0.2500,0.0600
North,2022,CV11,3,46.2384,0.3200,0.2800,0.0600
North,2022,CV11,4,19.6954,0.2800,0.2800,0.0600
North,2022,CV11,5,5.2320,0.2600,0.2900,0.0700
North,2022,CV11,6,5.1922,0.3000,0.2700,0.0500
North,2022,CV11,7,4.7577,0.3000,0.2700,0.0500
North,2022,CV11,8,4.9374,0.2900,0.2700,0.0800
North,2022,CV11,9,7.6335,0.2700,0.2700,0.0400
North,2022,CV11,10,3.8292,0.2800,0.2600,0.0400
North,2022,CV11,11,14.3784,0.1900,0.2400,0.0400
North,2022,CV11,12,4.3210,0.3200,0.2500,0.0700
North,2022,CV11,13,52.6706,0.3100,0.2900,0.0900
North,2022,CV11,14,26.1200,0.2900,0.2300,0.0500
North,2022,CV11,15,18.6462,0.3300,0.2800,0.0600
North,2022,CV11,16,4.7959,0.4400,0.3200,0.0500
North,2022,CV11,17,3.6615,0.3100,0.2900,0.0500
North,2022,CV11,18,5.3414,0.2800,0.3200,0.0600
North,2022,CV11,19,12.2772,0.3000,0.2700,0.0500
North,2022,CV11,20,20.7207,0.2700,0.2600,0.0500
North,2022,CV12,1,38.2931,0.2600,0.2300,0.0600
North,2022,CV12,2,67.9717,0.2900,0.2900,0.1200
North,2022,CV12,3,33.8628,0.3500,0.3000,0.0600
North,2022,CV12,4,27.8097,0.3400,0.3100,0.0700
North,2022,CV12,5,18.2468,0.2700,0.2800,0.0900
North,2022,CV12,6,15.5448,0.2700,0.1900,0.0900
North,2022,CV12,7,3.9413,0.2500,0.2300,0.0900
North,2022,CV12,8,8.1644,0.2600,0.2500,0.0500
North,2022,CV12,9,20.4855,0.2200,0.2500,0.0700
North,2022,CV12,10,17.4113,0.2700,0.2600,0.1000
North,2022,CV12,11,4.2479,0.2500,0.2200,0.0500
North,2022,CV12,12,9.6906,0.2600,0.2300,0.0600
North,2022,CV12,13,12.9482,0.2400,0.2300,0.0500
North,2022,CV12,14,10.7400,0.2600,0.2400,0.0500
North,2022,CV12,15,8.7578,0.2100,0.2800,0.0600
North,2022,CV12,16,16.3071,0.2200,0.2600,0.0600
North,2022,CV12,17,12.3058,0.2600,0.2500,0.0500
North,2022,CV12,18,25.3183,0.2700,0.2800,0.0600
North,2022,CV12,19,9.7690,0.2300,0.2400,0.0500
North,2022,CV12,20,5.8006,0.2400,0.2300,0.0700
