genotype,thinning,area,tolerance
cv1,manipulation,20.32,0
cv1,manipulation,20.7,1
cv1,manipulation,22.92,1
cv1,manipulation,13.32,1
cv1,manipulation,20.23,1
cv1,manipulation,21.48,1
cv1,manipulation,20.72,1
cv1,manipulation,21.53,1
cv1,manipulation,13.46,0
cv1,manipulation,21.98,1
cv1,manipulation,18.01,1
cv1,manipulation,18.53,1
cv1,manipulation,16.48,1
cv1,manipulation,14.15,1
cv1,manipulation,17.64,1
cv1,manipulation,20.31,1
cv1,manipulation,17.85,1
cv1,manipulation,20.5,1
cv1,manipulation,18.09,0
cv1,manipulation,22.82,1
cv1,manipulation,20.98,1
cv1,manipulation,24.71,1
cv1,manipulation,14.62,0
cv1,manipulation,21.27,1
cv1,manipulation,20.34,1
cv1,manipulation,20.27,1
cv1,manipulation,17.68,0
cv1,manipulation,19.23,1
cv1,manipulation,22.05,1
cv1,manipulation,19.57,1
cv1,manipulation,16.14,1
cv1,manipulation,16.69,1
cv1,manipulation,19.49,0
cv1,manipulation,21.92,1
cv1,manipulation,15.65,1
cv1,manipulation,20.07,1
cv1,manipulation,19.27,1
cv1,manipulation,18.18,1
cv1,manipulation,21.58,1
cv1,manipulation,19.48,1
cv1,manipulation,13.95,0
cv1,manipulation,20.92,1
cv1,manipulation,21.03,1
cv1,manipulation,20.07,1
cv1,manipulation,16.25,0
cv1,manipulation,19.61,1
cv1,manipulation,14.76,0
cv1,manipulation,22.23,1
cv1,manipulation,17.87,1
cv1,manipulation,20.27,1
cv1,manipulation,16.49,1
cv1,manipulation,20.71,1
cv1,manipulation,16.56,1
cv1,manipulation,24.49,1
cv1,manipulation,18.79,1
cv1,manipulation,18.46,1
cv1,manipulation,12.24,0
cv1,manipulation,18.73,1
cv1,manipulation,14.39,0
cv1,manipulation,19.74,1
cv1,manipulation,19.68,1
cv1,manipulation,20.33,1
cv1,manipulation,20.42,1
cv1,manipulation,21.42,0
cv1,manipulation,16.83,0
cv1,manipulation,19.85,1
cv1,manipulation,14.86,0
cv1,manipulation,16.31,0
cv1,manipulation,21.09,1
cv1,manipulation,22.94,1
cv1,manipulation,23.06,1
cv1,manipulation,20.27,1
cv1,manipulation,20.52,1
cv1,manipulation,21.31,1
cv1,manipulation,19.43,1
cv1,manipulation,10.7,0
cv1,manipulation,20.54,1
cv1,manipulation,17.84,1
cv1,manipulation,17.36,0
cv1,manipulation,11.8,0
cv1,manipulation,20.48,1
cv1,manipulation,14.17,0
cv1,manipulation,21.24,1
cv1,manipulation,22.16,1
cv1,manipulation,11.85,0
cv1,manipulation,17.95,1
cv1,manipulation,16.06,0
cv1,manipulation,22.48,1
cv1,manipulation,21.38,1
cv1,manipulation,21.51,1
cv1,manipulation,20.5,1
cv1,manipulation,9.58,0
cv1,manipulation,15.43,0
cv1,manipulation,16.39,1
cv1,manipulation,17.95,1
cv1,manipulation,16.1,1
cv1,manipulation,12.53,0
cv1,manipulation,19.76,1
cv1,manipulation,19.62,1
cv1,manipulation,22.66,1
cv1,manipulation,19.31,0
cv1,manipulation,18.74,0
cv1,manipulation,22.49,1
cv1,manipulation,19.94,1
cv1,manipulation,8.48,0
cv1,manipulation,20.96,1
cv1,manipulation,19.98,1
cv1,manipulation,15.2,0
cv1,manipulation,20.15,1
cv1,manipulation,21.74,1
cv1,manipulation,18.88,1
cv1,manipulation,10.77,0
cv1,manipulation,16.38,0
cv1,manipulation,18.27,1
cv1,manipulation,21.81,1
cv1,manipulation,20.46,1
cv1,manipulation,20.71,1
cv1,manipulation,13.86,1
cv1,manipulation,19.04,1
cv1,manipulation,15.2,0
cv1,manipulation,21.43,1
cv1,manipulation,22.43,1
cv1,manipulation,15.08,1
cv1,manipulation,16.07,0
cv1,manipulation,17.14,1
cv1,manipulation,21.05,1
cv1,manipulation,18.07,1
cv1,manipulation,16.91,1
cv1,manipulation,13.96,0
cv1,manipulation,21.26,1
cv1,manipulation,12.04,0
cv1,manipulation,20.21,1
cv1,manipulation,22.54,1
cv1,manipulation,21.76,1
cv1,manipulation,10.77,0
cv1,manipulation,23.63,1
cv1,manipulation,21.99,1
cv1,manipulation,14.51,0
cv1,manipulation,14.38,1
cv1,manipulation,12.51,0
cv1,manipulation,21.46,1
cv1,manipulation,13,1
cv1,manipulation,23.87,1
cv1,manipulation,14.24,0
cv1,manipulation,21.18,1
cv1,manipulation,18.45,1
cv1,manipulation,19.53,1
cv1,manipulation,18.73,0
cv1,manipulation,14.09,0
cv1,manipulation,11.63,0
cv1,manipulation,17.44,1
cv1,manipulation,21.67,1
cv1,manipulation,18.24,1
cv1,manipulation,17,1
cv1,manipulation,18.23,0
cv1,manipulation,17.41,0
cv1,manipulation,8.67,0
cv1,manipulation,20.63,1
cv1,manipulation,17.37,0
cv1,manipulation,16.86,1
cv1,manipulation,14.78,0
cv1,manipulation,15.79,0
cv1,manipulation,20.95,1
cv1,manipulation,22.26,1
cv1,manipulation,20.23,1
cv1,manipulation,16.79,0
cv1,manipulation,18.07,1
cv1,manipulation,17.92,0
cv1,manipulation,14.32,1
cv1,manipulation,21.13,1
cv1,manipulation,16.37,0
cv1,manipulation,19.81,0
cv1,manipulation,21.14,1
cv1,manipulation,13.02,0
cv1,manipulation,16.85,0
cv1,manipulation,20.67,1
cv1,manipulation,14.17,0
cv1,manipulation,15.33,0
cv1,manipulation,11.9,0
cv1,manipulation,21.2,1
cv1,manipulation,19.85,0
cv1,manipulation,22.67,1
cv1,manipulation,21.03,1
cv1,manipulation,19.23,1
cv1,manipulation,21.15,1
cv1,manipulation,18.56,1
cv1,manipulation,20.22,1
cv1,manipulation,16.1,0
cv1,manipulation,13.39,1
cv1,manipulation,15.14,1
cv1,manipulation,23.42,1
cv1,manipulation,22,1
cv1,manipulation,6.89,0
cv1,manipulation,14.29,0
cv1,manipulation,13.12,0
cv1,manipulation,15.88,0
cv1,manipulation,16.79,1
cv1,manipulation,21.12,1
cv1,manipulation,16.59,1
cv1,manipulation,19.58,1
cv1,manipulation,12.89,0
cv1,manipulation,19.87,1
cv1,manipulation,10.05,0
cv1,manipulation,20.71,1
cv1,manipulation,19.74,0
cv1,manipulation,16.57,1
cv1,manipulation,11.58,0
cv1,manipulation,17.4,0
cv1,manipulation,19.04,0
cv1,manipulation,16.17,0
cv1,manipulation,11.5,0
cv1,manipulation,15.22,0
cv1,manipulation,20.42,1
cv1,manipulation,19.73,1
cv1,manipulation,19.49,1
cv1,manipulation,16.39,0
cv1,manipulation,14.07,0
cv1,manipulation,17.23,1
cv1,manipulation,16.7,1
cv1,manipulation,14.23,0
cv1,manipulation,20.63,1
cv1,manipulation,18.19,1
cv1,manipulation,20.01,0
cv1,manipulation,13.71,0
cv1,manipulation,13.15,0
cv1,manipulation,13.78,0
cv1,manipulation,22.03,0
cv1,manipulation,20.61,1
cv1,manipulation,19.75,1
cv1,manipulation,20.85,1
cv1,manipulation,19.78,1
cv1,manipulation,17.79,1
cv1,manipulation,19.28,1
cv1,manipulation,15.64,0
cv1,manipulation,11.62,0
cv1,manipulation,19.44,0
cv1,manipulation,21.24,1
cv1,manipulation,18.03,0
cv1,manipulation,13.89,0
cv1,manipulation,19.49,1
cv1,manipulation,19.3,0
cv1,manipulation,14.61,0
cv1,manipulation,15.06,0
cv1,manipulation,22.39,1
cv1,manipulation,12.69,0
cv1,manipulation,19.78,1
cv1,manipulation,17.83,0
cv1,manipulation,14.85,0
cv1,manipulation,16.95,0
cv1,manipulation,16.97,1
cv1,manipulation,11,0
cv1,manipulation,13.29,1
cv1,manipulation,19.94,1
cv1,manipulation,14.34,0
cv1,manipulation,18.44,1
cv1,manipulation,16.37,0
cv1,manipulation,18.03,0
cv1,manipulation,19.42,1
cv1,manipulation,21.82,1
cv1,manipulation,21.06,1
cv1,manipulation,22.23,1
cv1,manipulation,17.64,1
cv1,manipulation,15.85,0
cv1,manipulation,17.31,0
cv1,manipulation,22.41,1
cv1,manipulation,17.81,0
cv1,manipulation,10,0
cv1,manipulation,19.84,0
cv1,manipulation,17.24,1
cv1,manipulation,13.73,0
cv1,manipulation,9.36,0
cv1,manipulation,19.97,1
cv1,manipulation,13.31,0
cv1,manipulation,16.77,0
cv1,manipulation,18.31,0
cv1,manipulation,17.57,1
cv1,manipulation,18.53,1
cv1,manipulation,18.39,0
cv1,manipulation,17.14,1
cv1,manipulation,20.88,1
cv1,manipulation,15.33,0
cv1,manipulation,19.03,0
cv1,manipulation,10.16,0
cv1,manipulation,17.75,0
cv1,manipulation,16.56,0
cv1,manipulation,17.56,1
cv1,manipulation,14.6,0
cv1,manipulation,14.21,0
cv1,manipulation,19.57,1
cv1,manipulation,13.71,0
cv1,manipulation,19.95,1
cv1,manipulation,16.57,0
cv1,manipulation,18.42,1
cv1,manipulation,16.77,0
cv1,manipulation,16.79,0
cv1,manipulation,21.89,1
cv1,manipulation,16.89,0
cv1,manipulation,18.36,0
cv1,manipulation,15.86,0
cv1,manipulation,19.81,1
cv1,manipulation,13.7,1
cv1,manipulation,17.55,1
cv1,manipulation,15.8,0
cv1,manipulation,20.49,0
cv1,manipulation,9.65,0
cv1,manipulation,14.97,0
cv1,manipulation,14.45,0
cv1,manipulation,23.42,1
cv1,manipulation,11.35,0
cv1,manipulation,18.65,0
cv1,manipulation,21.89,1
cv1,manipulation,21.25,0
cv1,manipulation,17.47,1
cv1,manipulation,18.27,0
cv1,manipulation,16.41,0
cv1,manipulation,16.92,0
cv1,manipulation,21.09,0
cv1,manipulation,14.36,0
cv1,manipulation,19.71,0
cv1,manipulation,16.64,0
cv1,manipulation,15.28,0
cv1,manipulation,18.01,1
cv1,manipulation,18.52,0
cv1,manipulation,20.39,1
cv1,manipulation,15.34,0
cv1,manipulation,8.69,0
cv1,manipulation,19.39,1
cv1,manipulation,12.79,0
cv1,manipulation,16.2,1
cv1,manipulation,13.05,1
cv1,manipulation,14.05,1
cv1,manipulation,21.23,1
cv1,manipulation,20.12,1
cv1,manipulation,18.24,1
cv1,manipulation,20.65,1
cv1,manipulation,16.23,1
cv1,manipulation,11.13,1
cv1,manipulation,21.45,1
cv1,manipulation,17.99,1
cv1,manipulation,13.26,0
cv1,manipulation,16.93,1
cv1,manipulation,17.24,0
cv1,manipulation,9.18,0
cv1,manipulation,13.12,0
cv1,manipulation,19.18,0
cv1,manipulation,17.06,1
cv1,manipulation,16,0
cv1,manipulation,13.92,0
cv1,manipulation,12.18,0
cv1,manipulation,17.94,0
cv1,manipulation,11.43,0
cv1,manipulation,20.5,1
cv1,manipulation,11.73,0
cv1,manipulation,18.23,0
cv1,manipulation,19.26,1
cv1,manipulation,17.53,0
cv1,manipulation,20.66,1
cv1,manipulation,13.72,0
cv1,manipulation,16.48,0
cv1,manipulation,20.76,1
cv1,manipulation,13.44,0
cv1,manipulation,20.42,1
cv1,manipulation,20.63,1
cv1,manipulation,13.54,0
cv1,manipulation,15.1,0
cv1,manipulation,19.49,1
cv1,manipulation,17.56,1
cv1,manipulation,19.74,0
cv1,manipulation,22.05,1
cv1,manipulation,17.75,1
cv1,manipulation,17.49,0
cv1,manipulation,19.69,1
cv1,manipulation,7.21,0
cv1,manipulation,10.61,0
cv1,manipulation,14.67,0
cv1,manipulation,19.89,0
cv1,manipulation,21.03,1
cv1,manipulation,15.49,0
cv1,manipulation,20.2,1
cv1,manipulation,21.38,1
cv1,manipulation,18.23,1
cv1,manipulation,15.5,0
cv1,manipulation,10.92,0
cv1,manipulation,12.53,0
cv1,manipulation,22.16,1
cv1,manipulation,15.58,1
cv1,manipulation,13.79,0
cv1,manipulation,19.17,1
cv1,manipulation,22.89,1
cv1,manipulation,17.9,1
cv1,manipulation,21.09,1
cv1,manipulation,19.98,1
cv1,manipulation,17.21,0
cv1,manipulation,18.34,1
cv1,manipulation,18.03,0
cv1,manipulation,19.35,1
cv1,manipulation,18.72,0
cv1,manipulation,12.56,0
cv1,manipulation,19.08,1
cv1,manipulation,18.66,1
cv1,manipulation,13.01,0
cv1,manipulation,16.29,0
cv1,manipulation,17.51,0
cv1,manipulation,16.89,0
cv1,manipulation,19.85,0
cv1,manipulation,20.76,1
cv1,manipulation,19.7,1
cv1,manipulation,17.63,1
cv1,manipulation,18.49,1
cv1,manipulation,18.26,1
cv1,manipulation,17.2,1
cv1,manipulation,14.17,0
cv1,manipulation,14.53,0
cv2,control,15.08,0
cv2,control,19.28,0
cv2,control,11.11,0
cv2,control,8.69,0
cv2,control,16.41,0
cv2,control,7.98,0
cv2,control,16.13,0
cv2,control,15.41,0
cv2,control,19.67,0
cv2,control,14.34,0
cv2,control,18.98,0
cv2,control,19.12,0
cv2,control,16.89,0
cv2,control,17.05,0
cv2,control,14.11,0
cv2,control,11.05,0
cv2,control,16.6,0
cv2,control,15.75,0
cv2,control,10.54,0
cv2,control,15.58,0
cv2,control,9.96,0
cv2,control,14.38,0
cv2,control,16.47,0
cv2,control,22.5,0
cv2,control,19.65,0
cv2,control,19.84,0
cv2,control,17.98,0
cv2,control,19.55,0
cv2,control,18.51,0
cv2,control,15.79,0
cv2,control,18.16,0
cv2,control,15.5,0
cv2,control,9.01,0
cv2,control,17.29,0
cv2,control,12.86,0
cv2,control,20.99,0
cv2,control,17.03,0
cv2,control,18.52,0
cv2,control,22.39,0
cv2,control,6.93,0
cv2,control,19.48,0
cv2,control,12.43,0
cv2,control,9.49,0
cv2,control,9.3,0
cv2,control,7.36,0
cv2,control,9.21,0
cv2,control,17.8,0
cv2,control,17.79,0
cv2,control,19.95,0
cv2,control,18.09,0
cv2,control,10.74,0
cv2,control,16.12,0
cv2,control,12.33,0
cv2,control,16.88,0
cv2,control,9.11,0
cv2,control,18.3,0
cv2,control,12.28,0
cv2,control,10.38,0
cv2,control,12.48,0
cv2,control,15.78,0
cv2,control,17.1,0
cv2,control,17.99,0
cv2,control,15.98,0
cv2,control,14.99,0
cv2,control,12.92,0
cv2,control,12.11,0
cv2,control,17.73,0
cv2,control,13.92,0
cv2,control,11.36,0
cv2,control,19.92,0
cv2,control,19.34,0
cv2,control,14.96,0
cv2,control,11.39,0
cv2,control,18.63,0
cv2,control,17.88,0
cv2,control,21.47,0
cv2,control,8.81,0
cv2,control,18.67,0
cv2,control,16.79,0
cv2,control,20.12,0
cv2,control,18.98,0
cv2,control,11.97,0
cv2,control,21.08,0
cv2,control,21.31,0
cv2,control,7.55,0
cv2,control,11.02,0
cv2,control,12.64,0
cv2,control,13.55,0
cv2,control,13.96,0
cv2,control,17.27,0
cv2,control,15.99,0
cv2,control,18.5,0
cv2,control,9.88,0
cv2,control,16.63,1
cv2,control,16.54,0
cv2,control,6.32,0
cv2,control,19.96,1
cv2,control,9.85,0
cv2,control,20.38,1
cv2,control,10.07,0
cv2,control,17.5,1
cv2,control,19.25,1
cv2,control,11.19,0
cv2,control,8.99,0
cv2,control,15.92,0
cv2,control,11.53,1
cv2,control,10.37,0
cv2,control,17.52,1
cv2,control,16.76,0
cv2,control,15.82,0
cv2,control,16.04,0
cv2,control,14.75,0
cv2,control,11,0
cv2,control,15.68,0
cv2,control,11.05,0
cv2,control,15.02,0
cv2,control,18.18,0
cv2,control,17.62,0
cv2,control,9.76,0
cv2,control,15.32,0
cv2,control,14.63,0
cv2,control,15.15,0
cv2,control,9.77,0
cv2,control,8.58,0
cv2,control,21.26,0
cv2,control,14.92,0
cv2,control,13.39,0
cv2,control,8.89,0
cv2,control,8.48,0
cv2,control,16.85,0
cv2,control,12.64,0
cv2,control,11.05,0
cv2,control,19.01,0
cv2,control,17.36,0
cv2,control,10.72,0
cv2,control,20.04,0
cv2,control,13.06,0
cv2,control,16.28,0
cv2,control,17.08,0
cv2,control,16.88,0
cv2,control,9.49,0
cv2,control,20.55,0
cv2,control,17.37,0
cv2,control,10.45,0
cv2,control,18.65,0
cv2,control,12.74,0
cv2,control,16.91,0
cv2,control,14.71,0
cv2,control,21.39,0
cv2,control,12.51,0
cv2,control,12.55,0
cv2,control,14.12,0
cv2,control,16.07,0
cv2,control,11.85,0
cv2,control,14.33,0
cv2,control,19.59,0
cv2,control,13.63,0
cv2,control,19.18,0
cv2,control,14.96,0
cv2,control,18.29,0
cv2,control,7.49,0
cv2,control,14.84,0
cv2,control,17.73,0
cv2,control,15.17,0
cv2,control,14.03,0
cv2,control,14.91,0
cv2,control,11.01,0
cv2,control,10.04,0
cv2,control,18.41,0
cv2,control,15.1,0
cv2,control,17.57,0
cv2,control,10.98,0
cv2,control,17.41,0
cv2,control,19.99,0
cv2,control,9.54,0
cv2,control,8.19,0
cv2,control,18.88,0
cv2,control,12.29,0
cv2,control,16.8,0
cv2,control,13.65,0
cv2,control,12.96,0
cv2,control,13.94,0
cv2,control,15.55,0
cv2,control,17.64,0
cv2,control,5.37,0
cv2,control,13.75,0
cv2,control,18.26,0
cv2,control,18.36,0
cv2,control,14.15,0
cv2,control,19.27,0
cv2,control,13.72,0
cv2,control,9.97,0
cv2,control,20.82,0
cv2,control,19.34,0
cv2,control,17.12,0
cv2,control,17.37,0
cv2,control,8.25,0
cv2,control,19.45,0
cv2,control,14.81,0
cv2,control,17.45,0
cv2,control,18.76,0
cv2,control,10.77,0
cv2,control,15.25,0
cv2,control,18.98,0
cv2,control,13.8,0
cv2,control,18.38,0
cv2,control,18.71,0
cv2,control,16.73,0
cv2,control,8.68,0
cv2,control,14.72,0
cv2,control,15.5,0
cv2,control,12.2,0
cv2,control,17.14,0
cv2,control,17.91,0
cv2,control,20.58,0
cv2,control,17.97,0
cv2,control,16.66,0
cv2,control,16.09,0
cv2,control,15.88,0
cv2,control,18.34,0
cv2,control,12.87,0
cv2,control,16.12,0
cv2,control,18.62,0
cv2,control,14.78,0
cv2,control,10.23,0
cv2,control,9.72,0
cv2,control,15.54,0
cv2,control,17.36,0
cv2,control,13.42,0
cv2,control,11.44,0
cv2,control,14.14,0
cv2,control,14.63,0
cv2,control,18.46,0
cv2,control,18.27,0
cv2,control,17.01,0
cv2,control,17.35,0
cv2,control,17.7,0
cv2,control,18.57,0
cv2,control,14.01,0
cv2,control,21.51,0
cv2,control,11.35,0
cv2,control,19.52,0
cv2,control,17.48,0
cv2,control,16.54,0
cv2,control,19.37,0
cv2,control,16.1,0
cv2,control,16.19,0
cv2,control,18.18,0
cv2,control,17.72,0
cv2,control,17.59,0
cv2,control,16.98,0
cv2,control,6.19,0
cv2,control,11.72,0
cv2,control,17.1,0
cv2,control,15.02,0
cv2,control,16.89,0
cv2,control,14.03,0
cv2,control,18.71,0
cv2,control,18.54,0
cv2,control,20,0
cv2,control,16.79,0
cv2,control,10.93,0
cv2,control,15.94,0
cv2,control,11.73,0
cv2,control,18.9,0
cv2,control,19.92,0
cv2,control,21.27,0
cv2,control,16.86,0
cv2,control,12.56,0
cv2,control,16.65,0
cv2,control,21.32,0
cv2,control,10.02,0
cv2,control,16.43,0
cv2,control,19.75,0
cv2,control,15.84,0
cv2,control,11.82,0
cv2,control,20.12,1
cv2,control,16.47,0
cv2,control,17.32,1
cv2,control,18.98,1
cv2,control,18.49,1
cv2,control,17.96,1
cv2,control,19.65,1
cv2,control,11.32,0
cv2,control,20.48,1
cv2,control,15.05,1
cv2,control,11.99,0
cv2,control,20.85,1
cv2,control,12.52,0
cv2,control,10.56,0
cv2,control,18.77,1
cv2,control,22.09,1
cv2,control,22.63,1
cv2,control,16.49,1
cv2,control,14.54,1
cv2,control,19.32,1
cv2,control,18.32,0
cv2,control,11.01,0
cv2,control,19.39,1
cv2,control,22.66,1
cv2,control,24.63,1
cv2,control,18.92,1
cv2,control,18.72,1
cv2,control,14.06,0
cv2,control,14.94,0
cv2,control,20.61,1
cv2,control,18.73,1
cv2,control,18.1,1
cv2,control,17.6,1
cv2,control,12.24,0
cv2,control,12.34,0
cv2,control,16.19,0
cv2,control,20.58,1
cv2,control,15.48,0
cv2,control,17.64,1
cv2,control,7.92,0
cv2,control,16.24,1
cv2,control,13.23,0
cv2,control,13.22,0
cv2,control,17.51,1
cv2,control,14.38,0
cv2,control,19.73,1
cv2,control,13.14,0
cv2,control,18.06,1
cv2,control,16.99,0
cv2,control,14.8,0
cv2,control,15.9,0
cv2,control,19.46,1
cv2,control,13.82,0
cv2,control,21.05,1
cv2,control,17.48,0
cv2,control,20.9,1
cv2,control,17.21,0
cv2,control,16.43,1
cv2,control,15.56,1
cv2,control,11.08,0
cv2,control,20.44,1
cv2,control,13.75,0
cv2,control,15.35,0
cv2,control,13.56,0
cv2,control,8.88,0
cv2,control,16.1,1
cv2,control,18.4,1
cv2,control,14.82,1
cv2,control,15.92,1
cv2,control,10.36,0
cv2,control,21.22,1
cv2,control,13.65,0
cv2,control,17.8,1
cv2,control,22.67,1
cv2,control,12.85,0
cv2,control,11.83,0
cv2,control,14,1
cv2,control,14.71,0
cv2,control,15.56,0
cv2,control,17.43,1
cv2,control,19.51,1
cv2,control,12.01,0
cv2,control,16.92,1
cv2,control,14.4,0
cv2,control,16.91,1
cv2,control,11.4,0
cv2,control,21.86,1
cv2,control,19.82,1
cv2,control,10.59,0
cv2,control,19.21,1
cv2,control,15.64,1
cv2,control,12.39,1
cv2,control,14.65,1
cv2,control,18.11,1
cv2,control,15.94,0
cv2,control,14.93,0
cv2,control,16.87,1
cv2,control,17.72,1
cv2,control,10.74,0
cv2,control,7.98,0
cv2,control,13.68,1
cv2,control,15.79,1
cv2,control,16.8,1
cv2,control,20.76,1
cv2,control,17.82,1
cv2,control,15.71,0
cv2,control,18.81,1
cv2,control,18.32,1
cv2,control,18.28,0
cv2,control,13.86,1
cv2,control,21.22,1
cv2,control,16.87,1
cv2,control,11.32,0
cv2,control,13.33,0
cv2,control,20.33,1
cv2,control,19.79,1
cv2,control,15.8,0
cv2,control,19.46,1
cv2,control,18.8,1
cv2,control,9.76,0
cv2,control,13.08,1
cv2,control,12.32,0
cv2,control,18.64,1
cv2,control,18.84,1
cv2,control,18.75,1
cv2,control,10.56,0
cv2,control,16.19,0
cv2,control,14.99,1
cv2,control,20.91,1
cv2,control,19.32,1
cv2,control,16.41,1
cv2,control,21.96,1
cv2,control,20.49,1
cv2,control,17.68,1
cv2,control,12.08,0
cv2,control,19.88,1
cv2,control,17.72,1
cv2,control,16.99,1
cv2,control,13.51,1
cv2,control,20.36,1
cv2,control,9.15,0
cv2,control,17.76,1
cv2,control,17.16,1
cv2,control,13.23,1
cv2,control,11.08,1
cv2,control,17.43,1
cv2,control,14.41,0
cv2,control,13.71,1
cv2,control,10.38,0
cv2,control,21.84,1
cv2,control,15.37,1
cv2,control,18.6,1
cv2,control,13.13,1
cv2,control,19.66,1
cv2,control,13.35,0
cv2,control,16.04,0
cv2,control,16.33,1
cv2,control,12.28,1
cv2,control,17.9,0
cv2,control,11.64,0
cv2,control,17.82,1
cv2,control,21.12,1
cv2,control,15.17,1
cv2,control,19.06,0
cv2,control,14.32,0
cv2,control,15.99,1
cv2,control,19.73,1
cv2,control,11.14,0
cv2,control,21.03,1
cv2,control,12.03,0
cv2,control,20.02,1
cv2,control,18.54,1
cv2,control,21.1,1
cv2,control,19.89,1
cv2,control,10.84,0
cv2,control,15.08,1
cv2,control,14.72,0
cv2,control,21.67,1
cv2,control,10.08,0
cv2,control,18.31,0
cv2,control,17.47,1
cv2,control,18.9,1
cv2,control,11.32,0
cv2,control,15.07,0
cv2,control,15.17,1
cv2,control,12.27,0
cv2,control,19.34,1
cv2,control,19.21,1
cv2,control,12.31,0
cv2,control,8.18,0
cv2,control,19.01,0
cv2,control,17.87,1
cv2,control,10.81,0
cv2,control,8.62,0
cv2,control,13.01,1
cv2,control,13.82,0
cv2,control,13.49,1
cv2,control,15.48,0
cv2,control,13.76,1
cv2,control,16.26,1
cv2,control,20.84,1
cv2,control,19.91,1
cv2,control,15.78,1
cv2,control,18.44,1
cv2,control,17.14,1
cv2,control,19.53,0
cv2,control,8.41,0
cv2,control,12.18,1
cv2,control,9,0
cv2,control,11.53,0
cv2,control,18.29,1
cv2,control,18.73,1
cv2,control,18.34,1
