Genotype,Replicate,baseline,plasticity,baseline_se,plasticity_se
CV4,401,3.79,0.00,0.43,0.00
CV4,402,4.27,0.00,0.34,0.00
CV4,403,3.56,0.01,0.50,0.00
CV4,404,4.20,0.00,0.36,0.00
CV4,405,4.03,0.00,0.55,0.00
CV4,406,3.59,0.01,0.47,0.00
CV4,407,3.72,0.00,0.36,0.00
CV4,408,4.02,0.00,0.44,0.00
CV4,409,3.91,0.00,0.42,0.00
CV4,410,3.72,0.00,0.35,0.00
CV4,411,3.94,0.00,0.30,0.00
CV4,412,4.00,0.00,0.30,0.00
CV4,413,3.48,0.01,0.37,0.00
CV4,414,3.81,0.00,0.59,0.00
CV4,415,3.68,0.00,0.43,0.00
CV4,416,3.40,0.01,0.20,0.00
CV4,417,3.74,0.00,0.47,0.00
CV4,418,3.67,0.00,0.39,0.00
CV4,419,4.38,0.00,0.38,0.00
CV4,420,3.72,0.01,0.38,0.00
CV4,421,3.59,0.01,0.36,0.00
CV4,422,3.95,0.00,0.44,0.00
CV4,423,3.61,0.01,0.44,0.00
CV4,424,3.63,0.01,0.40,0.00
CV4,425,3.85,0.00,0.51,0.00
CV4,426,3.79,0.00,0.25,0.00
CV4,427,3.66,0.01,0.28,0.00
CV4,428,3.98,0.00,0.69,0.01
CV4,429,4.07,0.00,0.37,0.00
CV4,430,3.87,0.00,0.37,0.00
CV4,431,3.73,0.00,0.49,0.00
CV4,432,3.93,0.00,0.48,0.00
CV4,433,4.00,0.00,0.50,0.00
CV4,434,3.69,0.01,0.37,0.00
CV4,435,4.04,0.00,0.36,0.00
CV4,436,3.64,0.01,0.45,0.00
CV4,437,3.82,0.00,0.39,0.00
CV4,438,3.79,0.01,0.47,0.00
CV4,439,3.74,0.00,0.48,0.00
CV4,440,4.12,0.00,0.40,0.00
CV4,441,3.97,0.00,0.42,0.00
CV4,442,3.59,0.01,0.30,0.00
CV4,443,3.66,0.01,0.25,0.00
CV4,444,3.82,0.00,0.38,0.00
CV4,445,4.04,0.00,0.66,0.01
CV4,446,3.70,0.01,0.34,0.00
CV4,447,3.93,0.00,0.30,0.00
CV4,448,3.82,0.01,0.35,0.00
CV4,449,3.88,0.00,0.30,0.00
CV4,450,3.85,0.00,0.46,0.00
CV4,451,4.17,0.00,0.47,0.00
CV4,452,3.94,0.00,0.43,0.00
CV4,453,3.63,0.01,0.39,0.00
CV4,454,4.32,0.00,0.64,0.01
CV4,455,3.71,0.01,0.52,0.00
CV4,456,3.64,0.01,0.44,0.00
CV4,457,4.22,0.00,0.43,0.00
CV4,458,3.90,0.00,0.27,0.00
CV4,459,4.14,0.00,0.55,0.00
CV4,460,3.81,0.00,0.31,0.00
CV4,461,3.92,0.00,0.67,0.01
CV4,462,3.92,0.00,0.40,0.00
CV4,463,4.20,0.00,0.44,0.00
CV4,464,4.27,0.00,0.50,0.00
CV4,465,3.63,0.01,0.51,0.00
CV4,466,4.26,0.00,0.39,0.00
CV4,467,3.54,0.01,0.37,0.00
CV4,468,3.70,0.00,0.34,0.00
CV4,469,3.68,0.01,0.35,0.00
CV4,470,3.81,0.01,0.53,0.00
CV4,471,3.93,0.01,0.36,0.00
CV4,472,3.95,0.00,0.30,0.00
CV4,473,3.85,0.01,0.43,0.00
CV4,474,3.97,0.00,0.44,0.00
CV4,475,4.08,0.00,0.38,0.00
CV4,476,4.06,0.00,0.50,0.00
CV4,477,4.05,0.00,0.63,0.01
CV4,478,3.91,0.00,0.37,0.00
CV4,479,3.80,0.00,0.34,0.00
CV4,480,4.03,0.00,0.41,0.00
CV4,481,3.71,0.00,0.29,0.00
CV4,482,3.91,0.00,0.21,0.00
CV4,483,3.92,0.00,0.56,0.00
CV4,484,3.94,0.00,0.42,0.00
CV4,485,3.73,0.00,0.24,0.00
CV4,486,3.60,0.01,0.31,0.00
CV4,487,3.68,0.00,0.53,0.00
CV4,488,4.08,0.00,0.48,0.00
CV4,489,3.97,0.00,0.59,0.00
CV4,490,3.97,0.00,0.36,0.00
CV4,491,4.30,0.00,0.51,0.00
CV4,492,3.83,0.00,0.40,0.00
CV4,493,3.81,0.00,0.40,0.00
CV4,494,3.53,0.01,0.17,0.00
CV4,495,3.80,0.00,0.35,0.00
CV4,496,4.06,0.00,0.44,0.00
CV4,497,4.07,0.00,0.56,0.00
CV4,498,3.63,0.01,0.38,0.00
CV4,499,3.80,0.00,0.53,0.00
CV4,500,4.12,0.00,0.47,0.00
CV5,1,2.89,0.02,0.37,0.00
CV5,2,3.22,0.02,0.12,0.00
CV5,3,2.50,0.02,0.24,0.00
CV5,4,2.80,0.02,0.19,0.00
CV5,5,2.67,0.02,0.34,0.00
CV5,6,2.95,0.02,0.30,0.00
CV5,7,2.87,0.02,0.25,0.00
CV5,8,3.02,0.02,0.31,0.00
CV5,9,3.02,0.02,0.21,0.00
CV5,10,2.79,0.02,0.23,0.00
CV5,11,3.08,0.02,0.25,0.00
CV5,12,3.04,0.02,0.17,0.00
CV5,13,2.78,0.02,0.22,0.00
CV5,14,3.11,0.02,0.24,0.00
CV5,15,3.01,0.02,0.31,0.00
CV5,16,3.07,0.02,0.23,0.00
CV5,17,2.51,0.02,0.21,0.00
CV5,18,2.93,0.02,0.37,0.00
CV5,19,3.07,0.02,0.19,0.00
CV5,20,3.08,0.02,0.28,0.00
CV5,21,2.95,0.02,0.24,0.00
CV5,22,3.13,0.02,0.29,0.00
CV5,23,3.03,0.02,0.23,0.00
CV5,24,3.15,0.02,0.21,0.00
CV5,25,3.19,0.02,0.33,0.00
CV5,26,2.89,0.02,0.18,0.00
CV5,27,2.50,0.02,0.27,0.00
CV5,28,2.94,0.02,0.10,0.00
CV5,29,2.81,0.02,0.41,0.00
CV5,30,2.84,0.02,0.22,0.00
CV5,31,2.73,0.02,0.22,0.00
CV5,32,2.62,0.02,0.25,0.00
CV5,33,2.67,0.02,0.16,0.00
CV5,34,2.91,0.02,0.30,0.00
CV5,35,2.96,0.02,0.31,0.00
CV5,36,3.02,0.02,0.22,0.00
CV5,37,2.96,0.02,0.26,0.00
CV5,38,2.91,0.02,0.38,0.00
CV5,39,2.79,0.02,0.37,0.00
CV5,40,2.93,0.02,0.17,0.00
CV5,41,2.74,0.02,0.18,0.00
CV5,42,3.02,0.02,0.18,0.00
CV5,43,3.08,0.02,0.19,0.00
CV5,44,2.99,0.02,0.24,0.00
CV5,45,3.16,0.02,0.15,0.00
CV5,46,2.80,0.02,0.22,0.00
CV5,47,2.44,0.02,0.23,0.00
CV5,48,2.75,0.02,0.27,0.00
CV5,49,3.03,0.02,0.47,0.00
CV5,50,2.98,0.02,0.23,0.00
CV5,51,2.89,0.02,0.10,0.00
CV5,52,2.89,0.02,0.33,0.00
CV5,53,2.96,0.02,0.37,0.00
CV5,54,2.86,0.02,0.20,0.00
CV5,55,2.95,0.02,0.34,0.00
CV5,56,2.73,0.02,0.31,0.00
CV5,57,2.70,0.02,0.20,0.00
CV5,58,2.92,0.02,0.22,0.00
CV5,59,2.91,0.02,0.33,0.00
CV5,60,3.04,0.02,0.26,0.00
CV5,61,2.82,0.02,0.22,0.00
CV5,62,2.78,0.02,0.26,0.00
CV5,63,2.89,0.02,0.20,0.00
CV5,64,3.10,0.02,0.21,0.00
CV5,65,2.84,0.02,0.25,0.00
CV5,66,2.84,0.02,0.30,0.00
CV5,67,3.05,0.02,0.23,0.00
CV5,68,3.00,0.02,0.17,0.00
CV5,69,2.85,0.02,0.32,0.00
CV5,70,3.18,0.02,0.20,0.00
CV5,71,2.84,0.02,0.13,0.00
CV5,72,2.70,0.02,0.33,0.00
CV5,73,2.73,0.02,0.24,0.00
CV5,74,3.04,0.02,0.24,0.00
CV5,75,2.60,0.02,0.31,0.00
CV5,76,2.92,0.02,0.25,0.00
CV5,77,2.97,0.02,0.30,0.00
CV5,78,2.81,0.02,0.37,0.00
CV5,79,2.73,0.02,0.19,0.00
CV5,80,2.82,0.02,0.26,0.00
CV5,81,3.03,0.02,0.23,0.00
CV5,82,2.88,0.02,0.26,0.00
CV5,83,2.83,0.02,0.25,0.00
CV5,84,2.76,0.02,0.18,0.00
CV5,85,3.05,0.02,0.21,0.00
CV5,86,2.82,0.02,0.35,0.00
CV5,87,2.76,0.02,0.31,0.00
CV5,88,2.83,0.02,0.26,0.00
CV5,89,2.98,0.02,0.28,0.00
CV5,90,2.81,0.02,0.21,0.00
CV5,91,2.75,0.02,0.33,0.00
CV5,92,2.63,0.02,0.27,0.00
CV5,93,2.80,0.02,0.25,0.00
CV5,94,2.89,0.02,0.26,0.00
CV5,95,2.91,0.02,0.16,0.00
CV5,96,2.90,0.02,0.19,0.00
CV5,97,3.16,0.02,0.16,0.00
CV5,98,2.89,0.02,0.39,0.00
CV5,99,2.56,0.02,0.35,0.00
CV5,100,2.75,0.02,0.32,0.00
CV5,101,2.94,0.02,0.13,0.00
CV5,102,3.12,0.02,0.10,0.00
CV5,103,2.91,0.02,0.36,0.00
CV5,104,2.88,0.02,0.24,0.00
CV5,105,2.69,0.02,0.28,0.00
CV5,106,2.54,0.02,0.32,0.00
CV5,107,2.94,0.02,0.17,0.00
CV5,108,2.83,0.02,0.24,0.00
CV5,109,3.01,0.02,0.23,0.00
CV5,110,2.78,0.02,0.31,0.00
CV5,111,2.99,0.02,0.18,0.00
CV5,112,2.64,0.02,0.28,0.00
CV5,113,2.97,0.02,0.18,0.00
CV5,114,2.94,0.02,0.37,0.00
CV5,115,2.83,0.02,0.26,0.00
CV5,116,2.99,0.02,0.31,0.00
CV5,117,2.88,0.02,0.24,0.00
CV5,118,2.56,0.02,0.23,0.00
CV5,119,2.82,0.02,0.21,0.00
CV5,120,2.94,0.02,0.35,0.00
CV5,121,3.18,0.02,0.28,0.00
CV5,122,2.88,0.02,0.24,0.00
CV5,123,3.01,0.02,0.27,0.00
CV5,124,2.86,0.02,0.26,0.00
CV5,125,2.96,0.02,0.36,0.00
CV5,126,2.50,0.02,0.23,0.00
CV5,127,2.84,0.02,0.42,0.00
CV5,128,3.01,0.02,0.20,0.00
CV5,129,2.79,0.02,0.17,0.00
CV5,130,2.78,0.02,0.11,0.00
CV5,131,2.80,0.02,0.19,0.00
CV5,132,2.66,0.02,0.37,0.00
CV5,133,2.73,0.02,0.31,0.00
CV5,134,2.92,0.02,0.29,0.00
CV5,135,2.98,0.02,0.28,0.00
CV5,136,3.02,0.02,0.33,0.00
CV5,137,2.80,0.02,0.21,0.00
CV5,138,2.80,0.02,0.17,0.00
CV5,139,2.98,0.02,0.29,0.00
CV5,140,2.91,0.02,0.26,0.00
CV5,141,2.94,0.02,0.17,0.00
CV5,142,3.16,0.02,0.35,0.00
CV5,143,2.74,0.02,0.31,0.00
CV5,144,2.96,0.02,0.25,0.00
CV5,145,2.83,0.02,0.24,0.00
CV5,146,2.91,0.02,0.18,0.00
CV5,147,2.65,0.02,0.24,0.00
CV5,148,2.85,0.02,0.21,0.00
CV5,149,2.63,0.02,0.27,0.00
CV5,150,2.99,0.02,0.18,0.00
CV5,151,2.83,0.02,0.27,0.00
CV5,152,2.71,0.02,0.20,0.00
CV5,153,2.60,0.02,0.10,0.00
CV5,154,2.90,0.02,0.18,0.00
CV5,155,2.86,0.02,0.27,0.00
CV5,156,2.79,0.02,0.49,0.00
CV5,157,2.81,0.02,0.24,0.00
CV5,158,2.71,0.02,0.33,0.00
CV5,159,2.74,0.02,0.19,0.00
CV5,160,2.84,0.02,0.26,0.00
CV5,161,2.92,0.02,0.20,0.00
CV5,162,2.88,0.02,0.33,0.00
CV5,163,2.64,0.02,0.16,0.00
CV5,164,3.01,0.02,0.15,0.00
CV5,165,2.65,0.02,0.23,0.00
CV5,166,2.97,0.02,0.18,0.00
CV5,167,2.91,0.02,0.33,0.00
CV5,168,2.81,0.02,0.33,0.00
CV5,169,2.79,0.02,0.30,0.00
CV5,170,2.81,0.02,0.37,0.00
CV5,171,3.11,0.02,0.37,0.00
CV5,172,2.86,0.02,0.23,0.00
CV5,173,3.09,0.02,0.30,0.00
CV5,174,2.69,0.02,0.45,0.00
CV5,175,2.87,0.02,0.28,0.00
CV5,176,2.77,0.02,0.20,0.00
CV5,177,3.02,0.02,0.32,0.00
CV5,178,2.84,0.02,0.25,0.00
CV5,179,2.73,0.02,0.35,0.00
CV5,180,2.71,0.02,0.36,0.00
CV5,181,2.68,0.02,0.32,0.00
CV5,182,3.32,0.02,0.32,0.00
CV5,183,2.76,0.02,0.12,0.00
CV5,184,2.90,0.02,0.31,0.00
CV5,185,2.88,0.02,0.18,0.00
CV5,186,2.76,0.02,0.29,0.00
CV5,187,3.06,0.02,0.20,0.00
CV5,188,2.82,0.02,0.15,0.00
CV5,189,2.50,0.02,0.36,0.00
CV5,190,3.15,0.02,0.20,0.00
CV5,191,2.85,0.02,0.26,0.00
CV5,192,2.84,0.02,0.22,0.00
CV5,193,3.04,0.02,0.31,0.00
CV5,194,2.98,0.02,0.12,0.00
CV5,195,3.12,0.02,0.37,0.00
CV5,196,3.00,0.02,0.25,0.00
CV5,197,2.88,0.02,0.33,0.00
CV5,198,2.85,0.02,0.33,0.00
CV5,199,2.78,0.02,0.21,0.00
CV5,200,3.08,0.02,0.31,0.00
CV5,201,2.86,0.02,0.28,0.00
CV5,202,2.76,0.02,0.39,0.00
CV5,203,3.01,0.02,0.18,0.00
CV5,204,2.67,0.02,0.41,0.00
CV5,205,2.76,0.02,0.13,0.00
CV5,206,2.78,0.02,0.29,0.00
CV5,207,2.72,0.02,0.33,0.00
CV5,208,2.99,0.02,0.20,0.00
CV5,209,2.93,0.02,0.23,0.00
CV5,210,2.94,0.02,0.35,0.00
CV5,211,2.55,0.02,0.18,0.00
CV5,212,2.79,0.02,0.15,0.00
CV5,213,2.66,0.02,0.27,0.00
CV5,214,2.90,0.02,0.13,0.00
CV5,215,2.80,0.02,0.33,0.00
CV5,216,2.86,0.02,0.26,0.00
CV5,217,2.99,0.02,0.23,0.00
CV5,218,2.75,0.02,0.39,0.00
CV5,219,2.99,0.02,0.23,0.00
CV5,220,2.71,0.02,0.28,0.00
CV5,221,2.93,0.02,0.26,0.00
CV5,222,2.79,0.02,0.19,0.00
CV5,223,2.98,0.02,0.34,0.00
CV5,224,2.91,0.02,0.20,0.00
CV5,225,2.72,0.02,0.14,0.00
CV5,226,2.85,0.02,0.17,0.00
CV5,227,3.06,0.02,0.21,0.00
CV5,228,2.65,0.02,0.29,0.00
CV5,229,3.11,0.02,0.19,0.00
CV5,230,3.06,0.02,0.38,0.00
CV5,231,2.50,0.02,0.31,0.00
CV5,232,2.91,0.02,0.21,0.00
CV5,233,2.67,0.02,0.28,0.00
CV5,234,2.85,0.02,0.28,0.00
CV5,235,3.15,0.02,0.20,0.00
CV5,236,2.90,0.02,0.37,0.00
CV5,237,3.02,0.02,0.36,0.00
CV5,238,2.84,0.02,0.39,0.00
CV5,239,3.12,0.02,0.37,0.00
CV5,240,3.15,0.02,0.25,0.00
CV5,241,2.78,0.02,0.28,0.00
CV5,242,2.81,0.02,0.31,0.00
CV5,243,2.82,0.02,0.13,0.00
CV5,244,2.67,0.02,0.35,0.00
CV5,245,2.83,0.02,0.15,0.00
CV5,246,2.84,0.02,0.27,0.00
CV5,247,2.87,0.02,0.27,0.00
CV5,248,3.03,0.02,0.34,0.00
CV5,249,3.07,0.02,0.13,0.00
CV5,250,2.74,0.02,0.29,0.00
CV5,251,2.84,0.02,0.26,0.00
CV5,252,2.81,0.02,0.21,0.00
CV5,253,2.94,0.02,0.43,0.00
CV5,254,2.91,0.02,0.34,0.00
CV5,255,3.05,0.02,0.36,0.00
CV5,256,2.88,0.02,0.26,0.00
CV5,257,2.81,0.02,0.31,0.00
CV5,258,2.80,0.02,0.21,0.00
CV5,259,2.93,0.02,0.12,0.00
CV5,260,2.85,0.02,0.31,0.00
CV5,261,2.92,0.02,0.12,0.00
CV5,262,2.84,0.02,0.38,0.00
CV5,263,2.74,0.02,0.32,0.00
CV5,264,2.89,0.02,0.18,0.00
CV5,265,2.95,0.02,0.31,0.00
CV5,266,2.78,0.02,0.33,0.00
CV5,267,2.89,0.02,0.37,0.00
CV5,268,2.79,0.02,0.13,0.00
CV5,269,2.81,0.02,0.24,0.00
CV5,270,3.06,0.02,0.26,0.00
CV5,271,2.87,0.02,0.26,0.00
CV5,272,2.77,0.02,0.18,0.00
CV5,273,2.96,0.02,0.31,0.00
CV5,274,3.22,0.02,0.15,0.00
CV5,275,2.96,0.02,0.27,0.00
CV5,276,3.21,0.02,0.25,0.00
CV5,277,2.85,0.02,0.17,0.00
CV5,278,2.89,0.02,0.36,0.00
CV5,279,2.81,0.02,0.29,0.00
CV5,280,2.99,0.02,0.27,0.00
CV5,281,2.91,0.02,0.24,0.00
CV5,282,2.91,0.02,0.27,0.00
CV5,283,2.67,0.02,0.23,0.00
CV5,284,2.98,0.02,0.28,0.00
CV5,285,3.00,0.02,0.17,0.00
CV5,286,2.70,0.02,0.17,0.00
CV5,287,2.92,0.02,0.14,0.00
CV5,288,2.79,0.02,0.27,0.00
CV5,289,3.12,0.02,0.26,0.00
CV5,290,2.76,0.02,0.12,0.00
CV5,291,2.84,0.02,0.27,0.00
CV5,292,2.78,0.02,0.21,0.00
CV5,293,2.99,0.02,0.20,0.00
CV5,294,3.08,0.02,0.30,0.00
CV5,295,2.97,0.02,0.37,0.00
CV5,296,3.07,0.02,0.13,0.00
CV5,297,3.18,0.02,0.16,0.00
CV5,298,2.85,0.02,0.19,0.00
CV5,299,2.90,0.02,0.28,0.00
CV5,300,3.08,0.02,0.33,0.00
CV5,301,3.17,0.02,0.26,0.00
CV5,302,2.80,0.02,0.21,0.00
CV5,303,3.07,0.02,0.21,0.00
CV5,304,2.92,0.02,0.07,0.00
CV5,305,2.96,0.02,0.30,0.00
CV5,306,2.87,0.02,0.25,0.00
CV5,307,2.68,0.02,0.27,0.00
CV5,308,2.98,0.02,0.32,0.00
CV5,309,2.74,0.02,0.31,0.00
CV5,310,3.06,0.02,0.18,0.00
CV5,311,2.65,0.02,0.20,0.00
CV5,312,2.78,0.02,0.07,0.00
CV5,313,2.62,0.02,0.16,0.00
CV5,314,3.09,0.02,0.15,0.00
CV5,315,3.09,0.02,0.26,0.00
CV5,316,2.89,0.02,0.12,0.00
CV5,317,2.94,0.02,0.08,0.00
CV5,318,2.91,0.02,0.21,0.00
CV5,319,3.08,0.02,0.31,0.00
CV5,320,3.06,0.02,0.29,0.00
CV5,321,2.94,0.02,0.21,0.00
CV5,322,2.76,0.02,0.23,0.00
CV5,323,2.76,0.02,0.21,0.00
CV5,324,2.73,0.02,0.24,0.00
CV5,325,2.72,0.02,0.29,0.00
CV5,326,2.96,0.02,0.26,0.00
CV5,327,2.91,0.02,0.16,0.00
CV5,328,2.82,0.02,0.13,0.00
CV5,329,2.99,0.02,0.24,0.00
CV5,330,3.17,0.02,0.24,0.00
CV5,331,3.14,0.02,0.19,0.00
CV5,332,3.10,0.02,0.35,0.00
CV5,333,2.87,0.02,0.27,0.00
CV5,334,2.80,0.02,0.26,0.00
CV5,335,3.07,0.02,0.22,0.00
CV5,336,2.99,0.02,0.30,0.00
CV5,337,3.11,0.02,0.25,0.00
CV5,338,2.88,0.02,0.29,0.00
CV5,339,2.63,0.02,0.33,0.00
CV5,340,3.08,0.02,0.21,0.00
CV5,341,3.01,0.02,0.26,0.00
CV5,342,2.86,0.02,0.20,0.00
CV5,343,2.85,0.02,0.25,0.00
CV5,344,2.84,0.02,0.30,0.00
CV5,345,2.90,0.02,0.16,0.00
CV5,346,2.96,0.02,0.23,0.00
CV5,347,2.90,0.02,0.21,0.00
CV5,348,2.81,0.02,0.30,0.00
CV5,349,2.99,0.02,0.26,0.00
CV5,350,2.93,0.02,0.21,0.00
CV5,351,2.75,0.02,0.31,0.00
CV5,352,2.70,0.02,0.26,0.00
CV5,353,2.73,0.02,0.23,0.00
CV5,354,3.02,0.02,0.33,0.00
CV5,355,3.00,0.02,0.24,0.00
CV5,356,2.43,0.02,0.41,0.00
CV5,357,2.88,0.02,0.42,0.00
CV5,358,3.02,0.02,0.26,0.00
CV5,359,2.83,0.02,0.30,0.00
CV5,360,2.68,0.02,0.25,0.00
CV5,361,2.80,0.02,0.21,0.00
CV5,362,3.07,0.02,0.23,0.00
CV5,363,2.90,0.02,0.14,0.00
CV5,364,2.90,0.02,0.22,0.00
CV5,365,2.98,0.02,0.14,0.00
CV5,366,3.01,0.02,0.29,0.00
CV5,367,3.03,0.02,0.12,0.00
CV5,368,2.94,0.02,0.29,0.00
CV5,369,2.93,0.02,0.33,0.00
CV5,370,2.87,0.02,0.30,0.00
CV5,371,3.07,0.02,0.23,0.00
CV5,372,2.84,0.02,0.29,0.00
CV5,373,2.94,0.02,0.33,0.00
CV5,374,2.88,0.02,0.24,0.00
CV5,375,3.10,0.02,0.31,0.00
CV5,376,2.87,0.02,0.40,0.00
CV5,377,2.78,0.02,0.14,0.00
CV5,378,2.79,0.02,0.28,0.00
CV5,379,2.86,0.02,0.35,0.00
CV5,380,3.07,0.02,0.13,0.00
CV5,381,2.87,0.02,0.33,0.00
CV5,382,3.05,0.02,0.17,0.00
CV5,383,2.89,0.02,0.25,0.00
CV5,384,3.05,0.02,0.25,0.00
CV5,385,2.86,0.02,0.24,0.00
CV5,386,2.71,0.02,0.23,0.00
CV5,387,2.78,0.02,0.24,0.00
CV5,388,2.69,0.02,0.28,0.00
CV5,389,2.76,0.02,0.20,0.00
CV5,390,2.89,0.02,0.29,0.00
CV5,391,2.64,0.02,0.18,0.00
CV5,392,3.06,0.02,0.18,0.00
CV5,393,2.82,0.02,0.27,0.00
CV5,394,3.17,0.02,0.29,0.00
CV5,395,3.01,0.02,0.26,0.00
CV5,396,3.11,0.02,0.19,0.00
CV5,397,2.95,0.02,0.21,0.00
CV5,398,3.02,0.02,0.28,0.00
CV5,399,2.63,0.02,0.28,0.00
CV5,400,2.91,0.02,0.27,0.00
CV5,401,2.71,0.02,0.21,0.00
CV5,402,2.83,0.02,0.18,0.00
CV5,403,2.86,0.02,0.35,0.00
CV5,404,2.52,0.02,0.08,0.00
CV5,405,2.80,0.02,0.36,0.00
CV5,406,2.97,0.02,0.20,0.00
CV5,407,2.82,0.02,0.37,0.00
CV5,408,2.96,0.02,0.13,0.00
CV5,409,2.90,0.02,0.37,0.00
CV5,410,3.14,0.02,0.21,0.00
CV5,411,3.05,0.02,0.29,0.00
CV5,412,2.84,0.02,0.25,0.00
CV5,413,2.83,0.02,0.29,0.00
CV5,414,3.12,0.02,0.33,0.00
CV5,415,3.23,0.02,0.38,0.00
CV5,416,2.97,0.02,0.29,0.00
CV5,417,2.75,0.02,0.16,0.00
CV5,418,2.96,0.02,0.36,0.00
CV5,419,2.82,0.02,0.27,0.00
CV5,420,3.19,0.02,0.35,0.00
CV5,421,3.28,0.02,0.22,0.00
CV5,422,3.05,0.02,0.03,0.00
CV5,423,2.71,0.02,0.20,0.00
CV5,424,2.94,0.02,0.15,0.00
CV5,425,2.86,0.02,0.29,0.00
CV5,426,3.05,0.02,0.14,0.00
CV5,427,2.86,0.02,0.21,0.00
CV5,428,3.11,0.02,0.27,0.00
CV5,429,2.83,0.02,0.11,0.00
CV5,430,3.01,0.02,0.11,0.00
CV5,431,2.62,0.02,0.21,0.00
CV5,432,3.00,0.02,0.24,0.00
CV5,433,3.09,0.02,0.05,0.00
CV5,434,2.88,0.02,0.10,0.00
CV5,435,2.98,0.02,0.08,0.00
CV5,436,3.13,0.02,0.26,0.00
CV5,437,3.07,0.02,0.14,0.00
CV5,438,3.05,0.02,0.12,0.00
CV5,439,3.01,0.02,0.23,0.00
CV5,440,2.72,0.02,0.09,0.00
CV5,441,3.03,0.02,0.18,0.00
CV5,442,3.11,0.02,0.17,0.00
CV5,443,2.96,0.02,0.06,0.00
CV5,444,2.89,0.02,0.20,0.00
CV5,445,2.98,0.02,0.13,0.00
CV5,446,3.10,0.02,0.13,0.00
CV5,447,2.76,0.02,0.15,0.00
CV5,448,3.26,0.02,0.09,0.00
CV5,449,2.96,0.02,0.14,0.00
CV5,450,2.97,0.02,0.08,0.00
CV5,451,3.10,0.02,0.16,0.00
CV5,452,2.99,0.02,0.21,0.00
CV5,453,2.85,0.02,0.06,0.00
CV5,454,3.01,0.02,0.04,0.00
CV5,455,3.30,0.02,0.06,0.00
CV5,456,2.98,0.02,0.15,0.00
CV5,457,3.23,0.02,0.27,0.00
CV5,458,2.96,0.02,0.08,0.00
CV5,459,3.06,0.02,0.23,0.00
CV5,460,3.17,0.02,0.19,0.00
CV5,461,3.01,0.02,0.18,0.00
CV5,462,3.01,0.02,0.15,0.00
CV5,463,2.89,0.02,0.22,0.00
CV5,464,3.07,0.02,0.20,0.00
CV5,465,3.12,0.02,0.11,0.00
CV5,466,3.05,0.02,0.16,0.00
CV5,467,3.16,0.02,0.09,0.00
CV5,468,3.05,0.02,0.12,0.00
CV5,469,3.07,0.02,0.07,0.00
CV5,470,2.87,0.02,0.17,0.00
CV5,471,2.97,0.02,0.12,0.00
CV5,472,2.96,0.02,0.08,0.00
CV5,473,3.13,0.02,0.13,0.00
CV5,474,2.88,0.02,0.17,0.00
CV5,475,3.08,0.02,0.16,0.00
CV5,476,2.92,0.02,0.38,0.00
CV5,477,3.20,0.02,0.28,0.00
CV5,478,3.12,0.02,0.15,0.00
CV5,479,3.04,0.02,0.10,0.00
CV5,480,2.97,0.02,0.09,0.00
CV5,481,2.99,0.02,0.16,0.00
CV5,482,2.99,0.02,0.08,0.00
CV5,483,2.98,0.02,0.12,0.00
CV5,484,3.06,0.02,0.14,0.00
CV5,485,2.99,0.02,0.08,0.00
CV5,486,3.01,0.02,0.09,0.00
CV5,487,2.85,0.02,0.33,0.00
CV5,488,2.98,0.02,0.11,0.00
CV5,489,3.15,0.02,0.11,0.00
CV5,490,2.89,0.02,0.15,0.00
CV5,491,2.80,0.02,0.14,0.00
CV5,492,3.07,0.02,0.15,0.00
CV5,493,2.94,0.02,0.19,0.00
CV5,494,3.00,0.02,0.20,0.00
CV5,495,3.26,0.02,0.09,0.00
CV5,496,3.24,0.02,0.26,0.00
CV5,497,3.14,0.02,0.19,0.00
CV5,498,2.98,0.02,0.07,0.00
CV5,499,3.24,0.02,0.08,0.00
CV5,500,2.92,0.02,0.15,0.00
